Ticker,forwardPE,revenueGrowth,overallRisk,netIncomeToCommon,auditRisk,beta,boardRisk,compensationRisk,currentRatio,debtToEquity,earningsGrowth,earningsQuarterlyGrowth,ebitdaMargins,enterpriseToEbitda,enterpriseToRevenue,forwardEps,heldPercentInsiders,heldPercentInstitutions,industry,netIncomeToCommon,pegRatio,quickRatio,recommendationMean,returnOnAssets,returnOnEquity,revenuePerShare,sector,shareHolderRightsRisk,sharesShort,sharesShortPriorMonth,shortRatio,trailingEps
NTNX,-512,0.407,9," (354,296,992.00)",1,,6,9,3.053,119.174,,,-0.29214,-32.989,9.638,-0.11,0.02885,0.67704004,Software - Infrastructure,-354296992,2.19,2.881,2.1,-0.19620001,-1.5752901,6.42,Technology,10,7469779,6852060,3.94,-2.219
TXT,18.556452,0.034,3,466000000,1,1.424049,6,3,2.27,72.51,0.526,0.464,0.10831001,13.076,1.416,3.72,0.00207,0.83352,Aerospace & Defense,466000000,1.5,0.77,1.9,0.046479996,0.08439,55.734,Industrials,4,7421249,5261471,3.92,1.768
TD,11.862745,0.062,1,8106559488,1,0.743986,2,1,,,0.131,0.127,0,,0.401,5.1,0.00042,0.55665,Banks - Global,8106559488,2.1,,2.2,,,14.54,Financial Services,6,4386973,4989382,3.92,4.398
NRZ,8.038961,-0.459,7,1293433984,2,0.67034,7,8,1.118,266.82,-0.51,-0.457,0,,11.701,2.31,0.00423,0.54497004,REIT - Residential,1293433984,13.03,0.434,1.7,0.05834,0.2573,5.781,Real Estate,7,10823928,9047163,3.91,4.014
SMTC,22.547169,0.066,1,49592000,1,1.230979,1,3,4.126,31.181,0.947,1.003,0.19926001,31.508,6.278,2.65,0.01867,1.01197,Semiconductors,49592000,2.05,3.385,1.7,0.038039997,0.07384,8.827,Technology,2,1107439,1055316,3.9,0.732
EXC,14.1,0.054,3,3808999936,1,0.160401,8,4,1.194,109.559,4.574,4.674,0.29243,7.846,2.295,3.1,0.00228,0.81247,Utilities - Diversified,3808999936,3.28,0.644,2,0.02757,0.12753999,36.152,Utilities,2,19941826,22739854,3.89,3.93
AOS,19.822525,0.129,10,329700000,1,1.48669,10,5,2.151,14.338,0.245,0.239,0.19761999,15.421,3.047,2.93,0.00906,0.94686997,Diversified Industrials,329700000,1.98,1.694,2,0.113129996,0.19719,18.284,Industrials,10,5928488,5410748,3.87,1.897
GT,6.427762,0.042,3,265000000,1,1.620016,5,1,1.359,131.028,0.121,0.068,0.12699,5.633,0.715,3.53,0.00327,0.92673,Rubber & Plastics,265000000,1.25,0.689,2.3,0.04343,0.05726,64.457,Consumer Cyclical,6,15051657,14747923,3.86,1.073
MCF,-17.973684,-0.09,5,-18735000,2,1.880666,7,5,0.273,36.545,,,0.24707001,12.687,3.135,-0.38,0.2343,0.48896998,Oil & Gas E&P,-18735000,,0.236,2.4,-0.04639,-0.08229,3.135,Energy,4,948244,850171,3.85,-0.756
BOX,350.85715,0.206,10," (150,311,008.00)",2,1.380473,9,9,0.953,265.089,,,-0.18767999,-31.351,5.884,0.07,0.0446,0.74311996,Software - Infrastructure,-150311008,-16.55,0.862,1.9,-0.18168,-3.90226,4.03,Technology,10,8495485,9875852,3.83,-1.092
HRI,23.162996,0.168,3,216700000,5,2.558,1,3,0.84,453.866,,,0.113120005,17.541,1.984,2.27,0.008930001,0.96607,Rental & Leasing Services,216700000,0.68,0.76,2.3,0.02695,0.57472,65.824,Industrials,3,709042,767328,3.83,7.555
UPS,15.495586,0.096,10,5190000128,1,0.982327,5,4,1.208,966.511,0.082,0.073,0.14107999,12.692,1.791,7.93,9.00E-05,0.69254994,Integrated Shipping & Logistics,5190000128,1.49,1.119,2.5,0.10935,2.8595002,79.544,Industrials,10,9441804,9180293,3.83,5.949
ACN,23.223902,0.163,2,3962835968,1,1.011362,3,3,1.291,0.284,0.526,0.558,0.1627,16.651,2.709,7.28,0.00209,0.73706,Information Technology Services,3962835968,2.46,1.191,2.3,0.1601,0.4361,61.955,Technology,3,7221518,8430257,3.82,6.243
TEVA,8.095407,-0.178,,-10256000000,,1.02271,,,1.035,156.118,,,0.26471,10.383,2.749,2.83,0.04046,0.66738,Drug Manufacturers - Specialty & Generic,-10256000000,-0.85,0.557,3.1,0.028199999,-0.41457,20.434,Healthcare,,37244528,42005618,3.82,-10.085
PHM,7.240933,0.271,2,743977984,1,0.740339,2,3,4.546,72.25,2.521,2.217,0.15042,7.602,1.143,3.86,0.085889995,0.91726,Residential Construction,743977984,0.17,0.293,2.7,0.0875,0.16715999,32.562,Consumer Cyclical,5,20295044,23073799,3.82,2.549
TMUS,16.718987,0.035,8,4682999808,1,0.126295,10,1,0.764,130.586,0.378,0.346,0.26739,7.769,2.077,3.95,0.63882,0.3511,Telecom Services,4682999808,-6.76,0.456,1.7,0.04618,0.21905,49.264,Communication Services,6,12678217,12392150,3.81,5.439
CNDT,17.694658,-0.073,2,142000000,1,,2,3,2.027,56.138,,,0.12336001,8.444,1.042,1.31,0.03697,0.93047994,Business Services,142000000,3.9,1.612,2.1,0.01964,0.04282,28.217,Industrials,3,6617496,7745858,3.8,0.687
DOV,15.960967,0.035,4,789966976,1,1.321555,2,3,1.349,114.75,-0.125,-0.147,0.17774999,11.08,1.969,5.38,0.0257,0.95538,Diversified Industrials,789966976,1.35,0.848,2.6,0.067930005,0.22854,51.449,Industrials,7,6805088,4369980,3.8,4.764
HPE,10.528663,-0.054,3,3161999872,1,1.65,5,6,1.003,52.378,1.887,1.733,0.09942,10.535,1.047,1.57,0.00201,0.83244,Communication Equipment,3161999872,-1.41,0.663,2.6,0.00926,0.12043,19.494,Technology,3,26017635,29420915,3.79,1.999
BTU,15.888463,0.054,3,847000000,2,,1,7,2.277,39.574,,,0.2475,3.508,0.868,2.6,0.14044,0.09133001,Coal,847000000,-0.48,1.803,2,0.054770004,0.27741,42.665,Basic Materials,2,3829973,4415322,3.78,5.664
LYB,9.841187,0.215,1,5838000128,1,1.409769,1,7,2.265,81.345,0.501,0.462,0.18410999,7.147,1.316,11.46,0.19781,0.76152,Specialty Chemicals,5838000128,1.19,1.33,2.7,0.14159,0.66876,95.614,Basic Materials,1,6349147,7291842,3.77,14.809
RHT,37.211586,0.202,6,296679008,2,1.21994,3,7,1.276,52.31,0.439,0.503,0.19601,41.061,8.048,3.97,0.00522,0.97347,Software - Application,296679008,2.49,1.141,2.3,0.064,0.21675,17.256,Technology,8,6367033,7487877,3.75,1.587
ANTM,15.481287,0.023,6,4343499776,1,1.051424,3,4,1.525,69.312,0.259,0.232,0.067150004,10.616,0.713,17.1,0.00165,0.90310997,Health Care Plans,4343499776,1.1,1.366,1.9,0.048299998,0.1575,351.225,Healthcare,9,3995875,3842782,3.75,16.432
STLD,9.275863,0.293,6,1047990976,1,1.297205,9,2,3.606,64.069,1.429,1.355,0.15253,7.751,1.182,4.93,0.04407,0.86917996,Steel,1047990976,0.69,1.88,2.1,0.11396,0.3093,44.173,Basic Materials,4,7181788,7154276,3.75,4.391
LM,8.595041,-0.058,7,289528992,1,2.19074,8,5,2.414,50.99,0.445,0.298,0.19559,8.082,1.581,3.63,0.02168,0.89708,Asset Management,289528992,0.76,1.974,2.8,0.0417,0.07566,35.045,Financial Services,7,4235016,4752433,3.75,3.257
EQT,20.739838,0.726,4,-264776992,1,0.399457,4,1,0.756,51.087,-0.717,-0.567,0.73449,8.834,6.488,2.46,0.00674,0.94012,Oil & Gas E&P,-264776992,2.17,0.625,2,0.041339997,0.01351,17.462,Energy,7,11935281,11051815,3.74,-1.136
TAL,38.94737,0.711,,236450944,,-0.048059,,,1.278,12.941,1.064,1.32,0.16503,49.035,8.092,0.76,0.59719,0.10585,Education & Training Services,236450944,1.44,1.125,2.1,0.05223,0.18403,3.579,Consumer Defensive,,20707031,14151083,3.73,0.401
VMC,20.866291,0.164,4,651816000,2,0.848372,4,1,1.458,62.481,0.339,0.329,0.24313,17.856,4.341,5.31,0.00238,0.99544996,Building Materials,651816000,0.87,0.854,1.6,0.04303,0.13547,31.138,Basic Materials,7,5451532,6046630,3.73,4.821
LL,17.785715,0.076,5,-19352000,2,1.187248,2,7,1.734,17.86,,,0.02642,18.728,0.495,0.98,0.11229999,0,Home Improvement Stores,-19352000,1.93,0.07,2.8,0.01881,-0.09491,37.274,Consumer Cyclical,4,5538201,6488898,3.73,-0.68
PTCT,-69.566666,0.433,7,-61250000,2,2.889447,7,9,4.344,55.673,,,-0.0788,-94.116,7.417,-0.6,0.03573,0.92706,Biotechnology,-61250000,3.53,4.111,2.4,-0.06671,-0.28023002,5.584,Healthcare,7,3246471,3225529,3.73,-1.401
SEAS,34.494118,0.049,7,-5554000,1,1.154106,7,10,0.443,562.803,,,0.22609,13.38,3.025,0.85,0.27568,0.91137004,Leisure,-5554000,-11.98,0.288,2.8,0.03944,-0.02183,15.227,Consumer Cyclical,4,12625884,13971949,3.72,-0.071
EFX,21.298887,0.024,4,504400000,2,0.90292,2,2,1.4,80.263,-0.125,-0.125,0.28772,18.745,5.393,6.29,0.00813,0.93137,Business Services,504400000,5.43,1.182,2.3,0.05978,0.16192,28.418,Industrials,6,3008868,3421683,3.72,4.158
AFL,11.088729,0.03,7,4848999936,1,0.839993,7,10,0.378,37.928,0.202,0.167,0.20838,8.869,1.848,4.17,0.02172,0.70474,Insurance - Life,4848999936,1.34,0.259,2.8,0.020539999,0.21406999,28.324,Financial Services,1,11236872,13243341,3.72,6.164
VIAB,6.6545453,-0.038,10,1976000000,1,1.625924,10,8,1.69,137.889,-0.237,-0.236,0.22838,7.366,1.682,4.4,0.00383,0.93797994,Media - Diversified,1976000000,1.56,1.237,2.8,0.073,0.3117,31.742,Consumer Cyclical,10,10678882,12626114,3.71,4.963
GLW,16.50739,0.1,5,-971000000,1,1.259398,4,7,2.23,38.456,0.843,0.681,0.26928,11.62,3.129,2.03,0.00289,0.72876,Electronic Components,-971000000,1.96,1.329,2.3,0.03659,-0.05451,12.299,Technology,5,22331573,25291688,3.7,-1.189
CCL,12.918067,0.104,7,2827000064,1,1.113855,5,6,0.245,41.278,0.5,0.48,0.29303,9.777,2.865,4.76,0.17206,0.78672,Leisure,2827000064,1.14,0.15,2,0.0519,0.12056,25.593,Consumer Cyclical,9,12163970,12538858,3.69,3.93
TRQ,46.6,0.678,5,373420000,2,0.988605,3,4,5.613,50.241,6.183,6.183,0.35035,17.321,6.069,0.05,0.50792,0.37007,Copper,373420000,19.65,2.83,3,0.00494,0.04506,0.54,Basic Materials,7,12072217,11341694,3.68,0.186
WY,22.835526,0.142,5,987000000,2,1.515002,7,5,2.18,69.335,12.943,12.208,0.28455,14.624,4.161,1.52,0.00217,0.79025,Lumber & Wood Production,987000000,4.57,1.385,2.2,0.05643,0.10745,10.089,Basic Materials,5,13699566,13212069,3.68,1.3
AIG,9.828096,-0.069,1,-6519000064,2,1.216082,1,2,0.691,54.669,-0.142,-0.171,0.13535,9.73,1.317,5.41,0.00099,0.92165,Insurance - Diversified,-6519000064,0.34,0.305,2.2,0.00227,-0.0955,52.691,Financial Services,2,16955018,17663098,3.68,-7.195
DIS,15.158322,0.07,8,12023000064,1,1.254999,5,10,0.877,46.229,0.291,0.232,0.30087999,10.958,3.297,7.39,0.04468,0.65142,Media - Diversified,12023000064,1.44,0.712,2.4,0.094610006,0.25729,38.323,Consumer Cyclical,3,29278362,26534390,3.67,7.921
FANG,11.077767,0.945,7,569540992,2,0.554195,8,9,0.541,32.717,0.379,0.383,0.65307,12.903,8.426,10.93,0.00672,1.04154,Oil & Gas E&P,569540992,0.37,0.513,1.7,0.05288,0.122279994,17.105,Energy,6,5074366,4298473,3.67,5.755
ATEN,43.5625,-0.021,9," (10,751,000.00)",2,1.210878,10,9,2.198,,,,-0.007900001,-149.352,1.181,0.16,0.14962,0.65542,Software - Infrastructure,-10751000,10.04,1.935,3,-0.029360002,-0.1187,3.361,Technology,7,847294,925956,3.66,-0.153
EIX,14.57428,-0.051,1,419000000,1,-0.122246,1,2,0.662,104.666,-0.012,-0.007,0.32581002,9.824,3.201,4.51,0.00052,0.84165,Utilities - Regulated Electric,419000000,4.72,0.335,2.4,0.02474,0.02675,37.641,Utilities,1,6517337,6218423,3.65,1.273
UAL,9.059068,0.077,10,2042000000,1,1.211956,1,6,0.63,167.878,-0.071,-0.167,0.14073,6.028,0.848,9.65,0.00403,0.98573995,Airlines,2042000000,0.57,0.49,2.2,0.049250003,0.23346001,136.18,Industrials,10,14166713,12566985,3.65,7.079
VRSN,30.560694,0.048,3,480350016,1,0.740145,6,3,1.334,,0.051,0.043,0.65970004,25.342,16.718,5.19,0.01039,0.91217005,Internet Content & Information,480350016,4.3,1.283,3.3,0.21615,,11.633,Technology,3,2220801,2623061,3.64,3.879
TSCO,19.233114,0.097,3,480360992,1,1.258344,2,5,1.923,40.949,0.352,0.29,0.115150005,12.662,1.458,4.59,0.00536,0.83884,Specialty Retail,480360992,1.51,0.082,2.4,0.1488,0.34452,60.752,Consumer Cyclical,5,5586328,5379489,3.64,3.842
SGMS,43.913044,0.102,7,-310000000,2,2.27915,9,7,1.918,,,,0.30988002,11.474,3.556,0.69,0.39837003,0.67514,Gambling,-310000000,0.18,1.302,2.6,0.04124,,36.053,Consumer Cyclical,4,7313977,9101752,3.62,-3.441
OKE,23.045456,0.086,5,773243008,1,1.276301,6,5,0.557,119.693,1.061,2.92,0.16021,17.448,2.795,2.86,0.00592,0.75372005,Oil & Gas Midstream,773243008,0.58,0.37,2.3,0.06058,0.1257,32.141,Energy,6,8335198,10055219,3.62,1.938
DUK,16.346077,0.015,3,2780000000,2,0.02832,5,3,0.663,131.822,-0.274,-0.271,0.43280998,11.055,4.785,4.97,0.00072,0.60459,Utilities - Regulated Electric,2780000000,4.14,0.244,2.6,0.026800001,0.066599995,33.767,Utilities,3,10921028,10570558,3.58,3.953
TROX,8.014852,0.169,10,-39000000,2,4.019379,8,9,7.776,353.289,10.522,11,0.25968,9.066,2.354,2.02,0.02634,0.96248,Chemicals,-39000000,2.03,4.134,2.4,0.03701,-0.01351,15.093,Basic Materials,10,5690295,5698289,3.57,-2.109
YEXT,-63.743595,0.378,," (68,595,000.00)",,,,,1.582,,,,-0.34592,-38.705,13.389,-0.39,0.22182,0.72577006,Software - Infrastructure,-68595000,,1.416,2.5,-0.23079,-0.74573,1.997,Technology,,4340235,6444217,3.57,-0.744
KLAC,12.042487,0.14,2,802265024,1,1.525615,3,1,3.735,138.068,0.373,0.362,0.39633,10.991,4.356,9.65,0.00248,0.94938004,Semiconductor Equipment & Materials,802265024,1.16,2.9,2.1,0.17231001,0.54447,25.819,Technology,5,5744978,5942704,3.55,5.1
HDS,13.941896,0.142,5,198000000,2,1.423245,5,5,2.151,146.546,0.133,0.047,0.13506,14.55,1.965,3.27,0.00346,0.97257006,Industrial Distribution,198000000,1.61,1.095,1.9,0.07754,0.15149,28.139,Industrials,8,3366417,3520262,3.54,5.14
LPX,10.414286,0.168,4,499400000,1,1.59445,4,2,5.68,21.276,0.706,0.722,0.27083,4.523,1.225,2.8,0.00606,0.94319,Building Materials,499400000,1.89,4.517,2.5,0.17497,0.32072,20.27,Basic Materials,8,6802157,6221874,3.53,3.371
CEQP,76.73469,-0.012,,-217100000,,3.35648,,,1.131,74.718,,,0.06638,18.457,1.225,0.49,0.07591,0.71013,Oil & Gas Midstream,-217100000,-42.83,0.793,2.1,0.01323,-0.059580002,58.896,Energy,,1746901,2190919,3.51,-3.076
ZNGA,21.894737,0.037,10,35718000,1,0.603303,6,10,2.007,,,,0.088870004,40.706,3.617,0.19,0.083620004,0.77581,Electronic Gaming & Multimedia,35718000,0.93,1.825,2.5,0.015470001,0.02249,1.019,Technology,10,34774604,30885764,3.5,0.041
WES,15.265624,-0.17,,126875000,,1.572456,,,0.505,112.856,,,0.4632,12.389,5.738,3.2,0.34227002,0.6339,Oil & Gas Midstream,126875000,4.56,0.485,2.1,0.05031,0.12535,13.625,Energy,,2428642,1467551,3.48,0.826
THO,10.004193,0.117,4,461409984,1,1.288739,5,2,1.668,4.288,0.199,0.202,0.09277,6.33,0.587,9.54,0.053340003,0.90379,Recreational Vehicles,461409984,0.65,0.941,1.6,0.1566,0.27649,159.356,Consumer Cyclical,6,3273321,4013899,3.47,8.729
PANW,47.758263,0.313,6,-183800000,1,0.605274,5,8,1.135,75.308,,,-0.009509999,-1005.313,9.56,4.84,0.0359,0.84725,Software - Application,-183800000,2.03,1.021,1.9,-0.01832,-0.23945,23.291,Technology,7,3908682,4074821,3.46,-2.015
DAL,8.820513,0.096,1,3401999872,1,1.006899,1,3,0.397,85.516,-0.093,-0.136,0.17858,6.393,1.142,6.63,0.48596,0,Airlines,3401999872,0.63,0.251,1.6,0.06419,0.25836,61.147,Industrials,2,18278877,18264637,3.45,4.805
MX,14.102565,0.198,,30515000,,1.218914,,,2.503,,,,0.10464,7.386,0.773,0.78,0.00455,0.83411,Semiconductors,30515000,-2.37,1.869,2.3,0.05174,,20.954,Technology,,1155634,1237122,3.44,0.829
IP,9.035336,0.084,6,2623000064,1,1.74007,9,7,1.575,167.381,4.068,4.062,0.16003999,8.782,1.405,5.66,0.01988,0.84161,Packaging & Containers,2623000064,0.66,1.014,2.1,0.040749997,0.45953,54.9,Consumer Cyclical,4,7139203,6589304,3.44,7.135
SOHU,-5.8016305,0.054,,-538550976,,1.264679,,,2.028,14.684,,,0.05415,0.038,0.002,-3.68,0.21666001,0.79782,Internet Content & Information,-538550976,-0.59,1.84,3,-0.01591,-0.31209,50.559,Technology,,2092984,1824288,3.44,-13.864
CCJ,23.65909,-0.29,2,-155615264,1,0.829142,2,3,6.155,30.905,,,0.26072,11.361,2.962,0.44,0.81348,0,Industrial Metals & Minerals,-155615264,6.42,3.203,2.4,0.00686,-0.0414,3.926,Basic Materials,3,7696257,8505508,3.43,-0.393
CY,11.550335,0.051,1,15788000,2,2.672555,3,4,1.374,47.901,,,0.19497,14.386,2.805,1.49,0.00575,0.85319,Semiconductors,15788000,0.55,0.792,2.4,0.033570003,0.00858,6.934,Technology,1,18535517,18216727,3.43,0.045
ERIC,24.028572,-0.009,6,-3084001280,3,0.907799,4,9,1.505,36.098,,,0.01818,65.889,1.198,0.35,6.00E-05,0.20326,Communication Equipment,-3084001280,0.23,1.218,3,-0.00103,-0.24947001,6.734,Technology,9,18881330,19400048,3.42,-0.939
GRUB,60.55042,0.51,7,127400000,1,0.64927,8,5,3.432,8.741,0.941,1.041,0.20858999,71.538,14.922,2.38,0.00267,1.00173,Internet Content & Information,127400000,2.57,3.361,2.3,0.04935,0.105100006,9.612,Technology,8,6361204,7281480,3.41,1.416
BZUN,30.508572,0.305,,33467512,,3.899047,,,2.124,9.019,0.235,0.235,0.07675,59.765,4.587,1.75,0,0.63093,Specialty Retail,33467512,43.89,1.392,2,0.06436,0.12401,12.443,Consumer Cyclical,,6768410,6193890,3.4,0.568
NS,20.352942,0.116,,112017000,,2.066408,,,0.697,121.795,-0.212,0.12,0.34157002,12.04,4.113,1.36,0.18406999,0.54045,Oil & Gas Midstream,112017000,0.39,0.523,2.9,0.03319,0.082320005,19.893,Energy,,2985052,3640535,3.4,1.202
IBKR,24.47244,0.212,10,116000000,2,1.149662,10,7,1.123,70.373,0.768,0.783,0,,-8.033,2.54,0.06931,0.82111,Capital Markets,116000000,1,1.123,3,0.01676,0.15329,25.835,Financial Services,10,2383149,2195353,3.39,1.609
TRN,18.474226,0.041,1,694700032,1,2.22483,4,3,2.74,69.14,0.303,0.254,0.20313999,11.136,2.262,1.94,0.01828,0.86124,Railroads,694700032,2.23,1.606,1.9,0.029289998,0.15918,24.77,Industrials,1,5289283,5335843,3.39,4.581
AAP,20.529411,0.028,3,535057984,1,0.978446,1,9,1.634,28.575,0.359,0.354,0.09897,13.006,1.287,7.99,0.00289,1.03284,Specialty Retail,535057984,1.67,0.435,2.3,0.04993,0.15769,127.386,Consumer Cyclical,1,3094591,3374272,3.38,7.22
IAC,34,0.38,10,501881984,2,1.163887,10,7,2.775,60.254,2.338,2.295,0.13312,33.77,4.495,5.8,0.012999999,0.95905995,Internet Content & Information,501881984,1.14,2.494,1.7,0.042150002,0.22358999,46.508,Technology,10,3411762,2650146,3.37,5.231
HUM,19.420746,0.054,6,1367000064,1,0.66108,3,9,1.431,51.366,-0.688,-0.703,0.06244,9.758,0.609,17.16,0.00294,0.89462996,Health Care Plans,1367000064,1.54,1.012,1.9,0.060450003,0.12918,392.071,Healthcare,5,1889095,1802848,3.37,9.674
HPQ,11.307339,0.117,4,4536000000,2,1.757212,1,6,0.854,,0.317,0.264,0.08314,8.279,0.688,2.18,0.00167,0.82704,Computer Systems,4536000000,1.25,0.566,2.1,0.08051,,34.824,Technology,4,18309622,24879010,3.34,2.742
OLN,11.466417,0.132,2,621500032,2,1.765364,4,1,1.795,128.754,,,0.17222,7.52,1.295,2.68,0.01087,0.89455,Specialty Chemicals,621500032,0.37,1.026,2.1,0.038680002,0.24753,39.637,Basic Materials,4,4858568,4545699,3.33,3.68
GRPN,17.08,-0.068,5,-53057000,1,1.686673,4,9,0.918,85.697,,,0.04654,15.664,0.729,0.25,0.28173,0.62520003,Internet Content & Information,-53057000,0.56,0.824,2.9,0.02458,-0.17578,4.908,Technology,4,41142527,38937382,3.32,-0.097
VC,15.039509,-0.021,1,158000000,1,0.951487,1,2,1.9,61.364,-0.173,-0.222,0.09062,11.709,1.061,7.34,0.0032,1.06839,Auto Parts,158000000,1.14,1.535,2.6,0.05955,0.26041,102.418,Consumer Cyclical,1,2133671,2287231,3.32,5.405
TUP,7.084967,-0.065,2,-195600000,2,1.542687,3,3,0.908,,,,0.18093,6.017,1.089,4.59,0.00909,0.90653,Packaging & Containers,-195600000,0.64,0.42,3,0.14431,-6.7216496,43.369,Consumer Cyclical,1,3433300,4040356,3.32,-3.845
PXD,16.146027,1.132,4,880000000,1,1.213726,3,2,1.087,19.897,-0.72,-0.717,0.2473,16.058,3.971,10.82,0.0083,0.91358,Oil & Gas E&P,880000000,0.27,0.903,1.8,0.01635,0.079959996,45.741,Energy,7,4224494,4020234,3.31,5.153
SWKS,11.586294,-0.007,8,914200000,1,0.757288,8,8,7.344,,0.189,0.164,0.41442,9.31,3.858,7.88,0.00346,0.83716005,Semiconductors,914200000,1,5.612,2,0.18101,0.2291,21.055,Technology,8,6615472,6930581,3.31,4.953
LLY,18.405924,0.091,9,-143800000,1,0.433042,10,7,1.404,105.757,,,0.309,15.466,4.779,5.74,0.00202,0.78999,Drug Manufacturers - Major,-143800000,1.59,0.956,2.3,0.08619001,-0.01115,22.867,Healthcare,9,14201484,11826399,3.29,-0.138
LEA,7.7681994,0.089,1,1340700032,1,1.300769,1,3,1.352,42.654,0.076,0.063,0.105459996,5.112,0.539,20.88,0.0017,0.99244004,Auto Parts,1340700032,0.64,0.99,2.4,0.09652001,0.35076,322.067,Consumer Cyclical,1,2604623,3046942,3.29,19.745
VSTM,-8.586207,,,-80778000,,3.479852,,,7.701,19.63,,,0,-7.166,56.675,-1.16,0.06286,0.4405,Biotechnology,-80778000,-3.36,7.622,1.8,-0.42674,-0.92266,0.208,Healthcare,,6015546,8405003,3.29,-1.684
ORLY,19.047132,0.072,9,1244028032,2,0.953464,10,7,0.917,845.097,0.381,0.248,0.21754,14.89,3.239,17.61,0.021359999,0.88201,Specialty Retail,1244028032,1.24,0.093,1.9,0.14614001,1.98362,110.046,Consumer Cyclical,6,2273396,2849368,3.28,14.635
UBS,9.849056,0.039,3,1420672000,10,1.470151,2,1,,,0.075,0.094,0,,1.848,1.59,,,Banks - Global,1420672000,1.2,,1,0.00157,0.02789,7.988,Financial Services,1,8027754,11128698,3.27,0.362
ESRX,9.216753,0.012,2,4669799936,1,1.116558,7,2,0.709,77.37,0.131,0.094,0.07195,8.553,0.615,9.55,0.00447,0.86809,Health Care Plans,4669799936,0.93,0.553,2.7,0.06568,0.26654,177.719,Healthcare,3,16240454,13104769,3.27,8.211
HEP,15.654054,0.088,,214872000,,1.429466,,,1.12,231.455,0.061,0.745,0.67854,13.924,9.448,1.85,0.57027,0.31421,Oil & Gas Midstream,214872000,2.68,1.061,3.2,0.07549,0.39360002,5.365,Energy,,879124,601700,3.25,2.366
CVX,13.476678,0.302,1,12110000128,1,1.133413,4,1,1.075,25.112,1.312,1.351,0.18381001,9.953,1.829,8.79,0.00066,0.66885,Oil & Gas Integrated,12110000128,0.28,0.764,2,0.02106,0.081020005,75.577,Energy,1,17189972,18408680,3.25,6.353
ANDV,12.49305,0.621,4,2108999936,1,0.978752,5,4,1.417,64.318,10.053,11.875,0.080249995,10.217,0.82,12.23,0.06555,0.79941005,Oil & Gas Refining & Marketing,2108999936,0.44,0.596,2.7,0.05685,0.17791,277.586,Energy,5,3546619,3682196,3.24,13.661
UNM,6.804428,0.024,2,1078200064,1,1.412823,1,1,8.481,33.928,0.206,0.165,0.1459,5.814,0.848,5.42,0.00436,0.97063005,Insurance - Life,1078200064,0.8,3.138,2.9,0.01561,0.114930004,51.351,Financial Services,7,5577656,4482043,3.24,4.82
IBM,10.433048,0.037,10,5751000064,2,1.037999,7,10,1.32,244.428,0.054,0.031,0.21088,9.816,2.07,14.04,0.00108,0.57862,Information Technology Services,5751000064,11.01,1.13,2.6,0.06442,0.30926,87.564,Technology,2,15145841,15164536,3.23,6.208
COST,30.15912,0.121,8,3009999872,2,0.994127,7,9,1.015,52.157,0.069,0.071,0.042529996,17.026,0.724,7.73,0.00631,0.73457,Discount Stores,3009999872,2.72,0.445,2,0.074499995,0.27024,318.136,Consumer Defensive,8,5932126,6552966,3.21,6.829
TIF,22.62915,0.121,7,449200000,2,1.693651,8,6,6.045,31.636,0.272,0.258,0.24247,14.495,3.514,5.42,0.009240001,0.91403997,Luxury Goods,449200000,2.33,1.673,2.4,0.10244001,0.14422,35.613,Consumer Cyclical,7,3892235,3781118,3.21,3.608
INTC,11.289044,0.149,5,13288999936,2,0.862937,6,7,1.571,40.176,0.81,0.783,0.43745,8.227,3.599,4.29,0.00043,0.68587,Semiconductors,13288999936,1.14,0.96,2.6,0.10309,0.19166,14.173,Technology,3,80130799,83311747,3.21,2.773
CIM,8.3918915,-0.292,4,566358976,2,0.628992,2,5,1.172,510.861,0.036,0.027,0,,31.926,2.22,0.0073,0.50141,REIT - Diversified,566358976,-4.55,1.171,2.7,0.0274,0.16714,3.668,Real Estate,8,3035423,2334545,3.21,3.009
WIX,79.928055,0.412,,-46575000,,1.772132,,,2.002,275.655,,,-0.066700004,-142.457,9.502,1.39,0.03475,0.99594,Internet Content & Information,-46575000,0.58,1.923,2,-0.05393,-0.89045,11.005,Technology,,2636695,2755163,3.2,-0.998
CDNS,25.565218,0.082,5,214748992,1,1.221964,3,3,1.298,54.278,0.08,0.087,0.23074,28.128,6.49,1.84,0.01166,0.91539,Software - Application,214748992,2.33,1.21,2.2,0.09129,0.20072001,7.398,Technology,7,4847347,5497892,3.2,0.771
ORCL,13.41989,0.033,9," 3,824,999,936.00 ",2,1.120263,9,10,3.957,131.484,0.077,0.054,0.41037998,11.417,4.685,3.62,0.28608,0.57692003,Software - Infrastructure,3824999936,1.73,3.821,2.3,0.06574,0.07614,9.665,Technology,4,51142676,40965947,3.19,0.9
MAR,19.699377,0.06,7,1520000000,1,1.265768,8,5,0.477,316.473,0.336,0.247,0.54209,18.373,9.96,6.42,0.08816,0.19827,Lodging,1520000000,1.23,0.43,2.4,0.06412,0.39266,14.527,Consumer Cyclical,8,6813069,6359050,3.17,4.14
HFC,10.676217,0.293,2,1400252032,1,0.932027,4,3,2.38,37.288,4.954,4.981,0.12880999,7.146,0.921,6.98,0.00548,0.93385005,Oil & Gas Refining & Marketing,1400252032,0.29,1.172,2.8,0.099989995,0.25704,92.558,Energy,2,8026445,10300858,3.17,7.873
