,Underlying,quarter,timestamp,industry,sector,earnBeatsBefore,earnMissBefore,PostEarningsReturn,1Year,6month,3month,1month,current_ratio,total_debt_equity_ratio,day_sales_outstanding,total_liabilities_total_assets,gross_margin,operating_margin,interest_coverage_ratio,net_profit_margin,roe,changeInCash,changeToLiabilities,changeToNetincome,changeToOperatingActivities,return_factor
1213,PLUG,12/31/2017,11/8/2017,Electronic Components,Technology,0,1,-0.170625517,1.428571429,0.423255814,0.429906542,0.051546392,1.291086594,1.188984819,314.1482573,0.682744311,0.108209745,-0.168069416,-0.168069416,-0.667182184,-0.168069416,0.737338193,0.133183864,-0.742527389,0.028572673,down
1034,MT,12/31/2017,11/10/2017,Steel,Basic Materials,2,0,0.034564446,3.04454023,2.872077029,0.091085271,0.039512555,1.21378803,0.63526145,91.93803504,0.543958254,0.109076478,0.069958614,0.069958614,0.06831453,0.069958614,0.24278039,0,-0.274688797,-1.049803408,flat
911,LEA,12/31/2017,10/25/2017,Auto Parts,Consumer Cyclical,1,0,-0.018593907,0.491000597,0.239205955,0.160547108,0.012688297,1.341303904,1.263981814,263.0725685,0.643528005,0.111592894,0.076141724,0.076141724,0.059259259,0.076141724,0.069394592,-0.01919862,0.04200542,0.008849558,flat
1109,NUE,12/31/2017,10/19/2017,Steel,Basic Materials,1,0,0.023124413,0.214846235,-0.050869925,-0.044058745,0.023222579,2.109610105,0.418025286,149.2364389,0.464014604,0.111982766,0.078561472,0.078561472,0.049292888,0.078561472,0.040985593,0.010527003,-0.076209535,0.294354907,flat
1039,MTZ,12/31/2017,11/3/2017,Engineering & Construction,Industrials,1,0,0.027204516,0.519125683,-0.115588547,-0.026837806,-0.092491839,1.743995665,0.773591168,289.1984004,0.669460387,0.11738656,0.057819703,0.057819703,0.03259718,0.057819703,0.583998905,0.008860117,0.204966119,0.212269989,flat
1761,EPD,12/31/2017,11/2/2017,Oil & Gas Midstream,Energy,0,1,-0.018963651,0.00968523,-0.052272727,-0.06780924,-0.03658067,0.714695391,0.377898489,179.9533898,0.576948477,0.118601983,0.112605091,0.112605091,0.088704642,0.112605091,0.130699088,9.76E-05,0.091176952,0.969278351,flat
1021,MOS,12/31/2017,10/31/2017,Agricultural Inputs,Basic Materials,1,0,0.069024845,-0.123581337,-0.164328657,-0.076616475,-0.04137931,1.778638423,0.187637183,152.7637545,0.429565637,0.121322048,0.084542523,0.084542523,0.114621121,0.084542523,0.039959166,-0.03368377,-0.154285714,0.239852399,up
728,HAL,12/31/2017,10/23/2017,Oil & Gas Equipment & Services,Energy,1,0,-0.025477596,-0.111179487,-0.07315508,0.019289579,-0.02079096,2.2047381,0.499186286,325.3085966,0.641488949,0.126561352,0.116458486,0.116458486,0.067046289,0.116458486,-0.126975764,0.012874758,1.717808219,-0.566003617,flat
677,GM,12/31/2017,10/24/2017,Auto Manufacturers,Consumer Cyclical,1,0,0.029031833,0.40917603,0.328331862,0.269328085,0.120347395,0.936089628,1.937575456,108.6977664,0.810559385,0.126728727,0.058204205,0.058204205,-0.088659549,0.058204205,-0.416856233,0,-1.485407581,-0.588684485,flat
1667,X,12/31/2017,11/1/2017,Steel,Basic Materials,1,0,0.075292105,0.309203723,0.184838559,0.110039456,-0.037993921,1.885746606,0.944780905,171.5994458,0.71573193,0.129002463,0.065270936,0.065270936,0.045258621,0.065270936,0.101534829,0.003253182,0.346938776,0.016722408,up
1253,QNST,12/31/2017,10/31/2017,Internet Content & Information,Technology,1,0,0.188633571,1.489864865,0.725995316,1.167647059,-0.014705882,1.957122641,0.449154291,204.1533208,0.323555853,0.13130019,0.015523119,0.015523119,0.016529776,0.015523119,0.015803999,0.034222698,1.782698962,-0.415662651,up
1488,TSN,12/31/2017,11/13/2017,Farm Products,Consumer Defensive,1,0,0.019368802,0.119263285,0.276734975,0.125892179,0.055974932,1.552083333,0.382506404,60.26367669,0.623779662,0.131591917,0.07619517,0.07619517,0.038836865,0.07619517,0.273584906,0.003484321,0.416243655,0.515652174,flat
1235,PWR,12/31/2017,11/2/2017,Engineering & Construction,Industrials,1,0,-0.021110392,0.317107584,0.067772376,0.045938375,0.00538503,1.851336773,0.427224462,366.9883095,0.438239035,0.134377059,0.0550445,0.0550445,0.034228629,0.0550445,-0.087761657,0.085078256,0.143517741,0.022302436,flat
1817,OLN,12/31/2017,10/31/2017,Specialty Chemicals,Basic Materials,1,0,0.022143169,0.62704918,0.119010335,0.183504472,-0.021631982,1.719103372,0.434761801,174.9765258,0.754604174,0.134606727,0.079040453,0.079040453,0.033892855,0.079040453,0.27901524,-0.000947934,-0.089184061,0.047870004,flat
1334,SLB,12/31/2017,10/20/2017,Oil & Gas Equipment & Services,Energy,0,1,-0.021152375,-0.226989453,-0.138161411,-0.030512551,-0.052724335,1.530198248,0.328860587,435.6913346,0.456156805,0.140164453,0.10170778,0.10170778,0.068943707,0.10170778,-0.126035503,0.006108644,0.20733945,0.240252898,flat
992,MGA,12/31/2017,11/9/2017,Auto Parts,Consumer Cyclical,1,0,-0.009218389,0.340361446,0.195433177,0.139807898,-0.025725233,1.261619027,0.833348486,273.9709443,0.54244719,0.143067691,0.068112433,0.068112433,0.052952942,0.068112433,0.024265645,0.001616458,0.019880716,0.131668558,flat
134,AMC,12/31/2017,11/7/2017,Media - Diversified,Consumer Cyclical,1,0,0.008163311,-0.610223642,-0.577854671,-0.244582043,-0.128571429,0.527029317,0.486800858,39.91558497,0.755375503,0.14312378,0.000593875,0.000593875,-0.036226351,0.000593875,0.508461538,-0.002444465,0.543325527,0.322715842,flat
1691,YPF,12/31/2017,11/9/2017,Oil & Gas Integrated,Energy,1,0,-0.028620106,0.491882141,0.028180688,0.268404908,0.088635366,1.278602664,0.610992023,276.146152,0.716209537,0.150316504,0.046188327,0.046188327,0.001408365,0.046188327,0.152761161,0.013079037,36.07526882,0.005681818,flat
1482,TSLA,12/31/2017,11/2/2017,Auto Manufacturers,Consumer Cyclical,0,1,-0.070377553,0.682897426,0.086712245,-0.074937336,-0.095574773,1.0926586,1.373092319,74.32062452,0.780209779,0.150482046,-0.179409818,-0.179409818,-0.207518742,-0.179409818,0.139972182,0.012650315,-0.276885123,3.482412946,down
1678,XPO,12/31/2017,11/2/2017,Integrated Shipping & Logistics,Industrials,1,0,0.026335941,1.166614859,0.323836657,0.199036642,0.041697803,1.231798329,0.889858,244.2347766,0.700733116,0.150677883,0.048056392,0.048056392,0.016078825,0.048056392,0.384062566,0.006951662,1.064,0.083418454,flat
1552,VC,12/31/2017,10/26/2017,Auto Parts,Consumer Cyclical,1,0,0.036856441,0.820746269,0.184598951,0.093786425,-0.016209677,1.97037037,1.317073171,308.6993464,0.678367705,0.151633987,0.081045752,0.081045752,0.05620915,0.081045752,0.00273224,-0.01228978,0.069767442,-0.333333333,flat
433,CVS,12/31/2017,11/6/2017,Health Care Plans,Healthcare,1,0,-0.036020065,-0.15103592,-0.145589143,-0.124747219,-0.099713989,1.049451128,0.817858475,98.32182066,0.624481708,0.154349191,0.055628938,0.055628938,0.027825296,0.055628938,0.157344064,0.002586876,0.390661479,0.037150517,flat
1088,NOV,12/31/2017,10/27/2017,Oil & Gas Equipment & Services,Energy,1,0,-0.018781294,-0.073851204,-0.031741493,0.022651767,-0.047002533,2.753342716,0.201789264,512.7901907,0.324018343,0.155313351,-0.003814714,-0.003814714,-0.014168937,-0.003814714,0.111498258,-0.00737137,-1.884615385,0.077586207,flat
594,FCAU,12/31/2017,11/2/2017,Auto Manufacturers,Consumer Cyclical,1,0,0.015801683,1.428176796,0.569642857,0.472361809,-0.017328116,0.769500011,2.321759259,78.03267207,0.788691521,0.155447869,0.05993034,0.05993034,0.034489286,0.05993034,-0.047676524,0.003208108,0.00219539,0.154071185,flat
1293,RUN,12/31/2017,11/9/2017,Solar,Technology,0,1,0.057724185,0.180360721,0.178,-0.119581465,0.07678245,0.719592862,0.721667356,217.2986248,0.65298905,0.159040562,-0.337884225,-0.337884225,0.196629651,-0.337884225,0.022304781,0.015218409,-3.010978331,0.148887721,up
1835,STLD,12/31/2017,10/19/2017,Steel,Basic Materials,0,1,0.03611279,0.503920759,0.043826984,-0.033165296,0.069248826,3.349318209,0.343518025,137.8831493,0.560244698,0.162282443,0.110917982,0.110917982,0.062723717,0.110917982,0.175251642,0.011510325,0.105149486,0.234426128,flat
636,FTI,12/31/2017,10/26/2017,Oil & Gas Equipment & Services,Energy,0,1,0.055301157,-0.224244294,-0.167218543,-0.12369338,-0.083120671,1.220491478,0.843547424,449.6633582,0.536762274,0.162452607,0.081431573,0.081431573,0.029220701,0.081431573,-0.041037688,-0.026635981,0.282644628,-38.51633987,up
285,BP,12/31/2017,10/31/2017,Oil & Gas Integrated,Energy,1,0,0.026156679,0.110426009,0.140143885,0.092362834,0.032039594,1.214938052,0.604602065,139.5847004,0.631152643,0.163341145,0.048008035,0.048008035,0.02961165,0.048008035,0.097362296,0,-0.096664782,-0.415670651,flat
747,HFC,12/31/2017,11/1/2017,Oil & Gas Refining & Marketing,Energy,1,0,0.070525301,0.480961924,0.359455482,0.211872745,0.013161503,1.996453286,0.288936749,70.10478734,0.461412515,0.166748,0.121927906,0.121927906,0.073136847,0.121927906,0.270183371,0.018689491,-0.079782658,0.153136868,up
373,CNC,12/31/2017,10/24/2017,Health Care Plans,Healthcare,1,0,-0.052050909,0.577938808,0.334104833,0.182739891,0.084800177,0.994953136,1.462198795,125.2937587,0.696681818,0.168148536,0.034693166,0.034693166,0.017869596,0.034693166,-0.033637001,0.031056306,0.287804878,-7.020618557,down
1624,WHR,12/31/2017,10/24/2017,Home Furnishings & Fixtures,Consumer Cyclical,0,1,-0.111406151,0.091637756,0.008621643,-0.044252422,0.02938688,0.897571606,2.027777778,208.9756368,0.727085133,0.168881506,0.067368032,0.067368032,0.050941307,0.067368032,0.042318307,-0.008448287,-0.014492754,-0.044303797,down
1504,TXT,12/31/2017,10/19/2017,Aerospace & Defense,Industrials,1,0,-0.008812282,0.406405881,0.166848181,0.101583385,0.008471386,2.075723831,0.69456858,140.8036739,0.633511811,0.172215844,0.076061998,0.076061998,0.045637199,0.076061998,0.149456522,-0.003778463,0.874213836,-2.505263158,flat
216,AXL,12/31/2017,11/3/2017,Auto Parts,Consumer Cyclical,1,0,0.049793836,0.084888621,0.025611838,0.261021693,0.008393956,1.721945525,0.896845338,237.4913013,0.821724185,0.172639759,0.099164927,0.099164927,0.049988402,0.099164927,0.107350801,0.00332241,-0.143851508,-0.049156627,up
1223,PRTY,12/31/2017,11/9/2017,Specialty Retail,Consumer Cyclical,0,1,0.177206456,-0.359477124,-0.357377049,-0.317073171,-0.237354086,1.644562312,0.569197033,110.1687975,0.701393131,0.175342657,0.066751293,0.066751293,0.018003639,0.066751293,-0.187038852,0.006467644,0.498809996,0.264917037,up
854,JBHT,12/31/2017,10/13/2017,Integrated Shipping & Logistics,Industrials,0,1,-0.04087968,0.333374354,0.215503702,0.179640719,0.085345087,1.476470286,0.463158217,170.0358155,0.636902329,0.177681853,0.091124018,0.091124018,0.054458389,0.091124018,0.056182691,0.033598985,0.037077253,0.059329451,down
225,BA,12/31/2017,10/25/2017,Aerospace & Defense,Industrials,1,0,-0.028987537,0.935249182,0.463871003,0.139430285,0.04848246,1.178885846,50.10036832,159.8198198,0.98741855,0.177794233,0.108601752,0.108601752,0.076226912,0.108601752,-0.019605555,0.013943602,0.076632488,0.166961131,flat
1621,WFT,12/31/2017,11/1/2017,Oil & Gas Equipment & Services,Energy,1,0,0.056037068,-0.280082988,-0.347744361,-0.225446429,-0.207762557,2.041700405,1.859939759,309,0.884791476,0.180821918,-0.024657534,-0.024657534,-0.175342466,-0.024657534,-0.312359551,-0.002634302,-0.171875,0.37037037,up
727,HAIN,12/31/2017,11/7/2017,Packaged Foods,Consumer Defensive,0,1,0.001744186,-0.029918148,-0.045277778,-0.204213938,-0.16537154,2.504375851,0.213460471,140.3470752,0.417011808,0.18580751,0.050786699,0.050786699,0.02802015,0.050786699,-0.159361764,0.018191655,-0.017887736,0.427410227,flat
1377,SRPT,12/31/2017,10/26/2017,Biotechnology,Healthcare,1,0,-0.015000281,0.043816102,0.392857143,0.191720059,0.03776824,10.43859798,0.101082111,196.5903947,0.128860988,0.188166427,-0.438895417,-0.438895417,-1.038734387,-0.438895417,0.727430662,0.078506667,-0.148929484,-0.033953336,flat
183,ARNC,12/31/2017,10/24/2017,Diversified Industrials,Industrials,0,1,-0.000821693,-0.094122024,-0.097479615,-0.060570988,-0.068120934,2.296600672,0.454499151,171.7846106,0.690128398,0.188504326,0.089307787,0.089307787,0.036773795,0.089307787,0.016528926,-0.001883097,0.672268908,-0.877906977,flat
561,ETE,12/31/2017,11/8/2017,Oil & Gas Midstream,Energy,0,1,-0.049887022,0.329068941,0.000535045,0.058290889,0.038888889,1.362176628,-5.010855683,140.2749631,0.687737175,0.189571459,0.104074309,0.104074309,0.026493561,0.104074309,0.200426439,0,1.067729084,0.410951894,down
1411,SYY,12/31/2017,11/6/2017,Food Distribution,Consumer Defensive,1,0,-0.044941245,0.184117032,0.032058288,0.07964939,0.044809146,1.400098888,2.747017565,107.9697052,0.874129236,0.190688543,0.044155036,0.044155036,0.025094154,0.044155036,0.043665716,-0.003563179,0.109065934,-1.913754153,down
1723,ARCH,12/31/2017,10/31/2017,Coal,Basic Materials,1,0,0.062359966,-0.018455229,-0.039336366,-0.073309241,-0.018991666,2.794683918,0.462719282,137.1458329,0.667506538,0.192512933,0.077281277,0.077281277,0.111404673,0.077281277,-0.118024248,0.003845772,-0.275694577,-0.294012591,up
975,MDR,12/31/2017,11/1/2017,Oil & Gas Equipment & Services,Energy,1,0,0.077016987,0.287937743,0.020030817,-0.011940299,-0.081830791,1.701724668,0.556873763,442.5435223,0.491562026,0.192608272,0.132569526,0.132569526,0.098798057,0.132569526,0.061709803,0.046320621,0.153335234,0.209779563,up
162,ANTM,12/31/2017,10/25/2017,Health Care Plans,Healthcare,1,0,0.052429652,0.568399068,0.090599341,0.055462457,0.059528978,1.514539683,0.940813078,127.3121823,0.620138516,0.192740569,0.056603942,0.056603942,0.033305092,0.056603942,0.251918914,0.017010689,-0.120498059,-0.007069489,up
1517,UIS,12/31/2017,10/31/2017,Information Technology Services,Technology,1,0,0.040821995,-0.2,-0.282051282,-0.335968379,-0.061452514,1.369614759,-0.565962412,280.3647006,1.718315991,0.193456401,0.037220471,0.037220471,-0.061683926,0.037220471,0.049774511,0.003293808,0.600973236,0.150278293,up
978,MDU,12/31/2017,11/2/2017,Building Materials,Basic Materials,0,1,-0.02542193,0.056552262,0.039125432,0.056964495,0.015748031,1.283309673,0.363890486,212.0798037,0.62897984,0.1944241,0.122884952,0.122884952,0.068642597,0.122884952,-0.07206339,0.00463247,-0.012730249,0.283646003,flat
422,CTB,12/31/2017,10/30/2017,Rubber & Plastics,Consumer Cyclical,1,0,-0.104583817,0.011887914,-0.060446781,-0.021887825,-0.044117647,2.674353286,0.450616847,262.5374024,0.539104965,0.194507545,0.108181178,0.108181178,0.084060215,0.108181178,-0.170396575,-0.001678319,0.027623324,-0.8312478,down
253,BERY,12/31/2017,11/16/2017,Packaging & Containers,Consumer Cyclical,1,0,0.028099344,0.278533802,0.03445214,-0.00034323,-0.021008403,1.767195767,1.12055336,164.3567251,0.880250118,0.195108985,0.108984583,0.108984583,0.058479532,0.108984583,0.10130719,0.007907787,-0.254545455,0.372151899,flat
61,AES,12/31/2017,11/2/2017,Utilities - Diversified,Utilities,0,1,0.020599979,-0.092703863,-0.046889089,-0.049460432,-0.062943262,0.98871734,2.114249843,236.8681167,0.835427718,0.195759912,0.181442731,0.181442731,0.04185022,0.181442731,0.132331903,0.009123694,1.131578947,-0.075471698,flat
1151,OSTK,12/31/2017,11/9/2017,Specialty Retail,Consumer Cyclical,1,0,0.267530257,1.514106583,1.578778135,1.077720207,0.392361111,0.85948823,1.076418251,20.9423901,0.595676725,0.19734344,-0.028006613,-0.028006613,-0.001853743,-0.028006613,-0.126655539,-0.011992953,9.641221374,0.642628007,up
780,HUM,12/31/2017,11/8/2017,Health Care Plans,Healthcare,1,0,-0.051352846,0.465382197,0.110528596,0.005294948,0.065782361,1.60805937,1.286058336,25.3372986,0.659819153,0.198765246,0.073934648,0.073934648,0.037569643,0.073934648,0.174961987,0.00418487,0.048096192,0.216905344,down
123,ALV,12/31/2017,10/26/2017,Auto Parts,Consumer Cyclical,1,0,0.008541846,0.228299047,0.146604215,0.124793237,-0.010989011,1.546286572,0.673470419,303.675212,0.509691096,0.20168773,0.077827548,0.077827548,0.03631419,0.077827548,0.037357821,0,-0.098017621,0.145938504,flat
651,GE,12/31/2017,10/20/2017,Diversified Industrials,Industrials,0,1,0.010546396,-0.188575361,-0.202030457,-0.089926669,-0.047272727,2.194355138,0.850155718,554.281268,0.742107936,0.202387793,0.070516504,0.070516504,0.058609462,0.070516504,-0.328762854,-9.27E-05,-0.712418301,-0.388671875,flat
467,DHI,12/31/2017,11/9/2017,Residential Construction,Consumer Cyclical,1,0,0.012691636,0.635217861,0.365714286,0.265254946,0.094744455,6.016922995,0.242555279,9.890481114,0.364148187,0.204539444,0.120867495,0.120867495,0.075328797,0.120867495,0.509146968,-0.009127789,0.172677944,0.011503435,flat
455,DAR,12/31/2017,11/8/2017,Waste Management,Industrials,0,1,-0.063203789,0.273323615,0.132209981,0.063298844,0.045481747,1.761448677,0.257349404,163.6118307,0.553211638,0.206523327,0.030084858,0.030084858,0.008276802,0.030084858,-0.13319594,0.008551066,-0.680711249,-0.104725272,down
1786,HTZ,12/31/2017,11/10/2017,Rental & Leasing Services,Industrials,1,0,-0.022745484,-0.285612281,0.903901047,0.072922252,-0.241183163,1.068232662,4.129330254,216.2752722,0.959426537,0.211897356,0.119362364,0.119362364,0.036158631,0.119362364,-0.52540107,0.000292997,0.290322581,0.111557789,flat
546,ENPH,12/31/2017,11/8/2017,Semiconductor Equipment & Materials,Technology,1,0,0.181179352,0.25862069,0.377358491,0.569892473,0.057971014,1.594556025,-10.95731864,326.2959189,1.044058933,0.213673771,-0.023754511,-0.023754511,-0.08896908,-0.023754511,-0.071854007,0.100463536,-0.263203968,0.468906037,up
1568,VNET,12/31/2017,12/6/2017,Information Technology Services,Technology,1,0,-0.015839064,-0.081364829,0.279707495,0.328273245,-0.030470914,1.740192687,0.839122554,350.6296196,0.624614392,0.214213885,-0.061380194,-0.061380194,-1.551592206,-0.061380194,0.489662181,0.00192382,-0.925309417,0.382440483,flat
241,BCO,12/31/2017,10/25/2017,Security & Protection Services,Industrials,1,0,-0.056986931,1.31319126,0.422056385,0.066542289,0.068535826,1.212987565,2.052574171,260.0329606,0.822005633,0.215538552,0.068393172,0.068393172,0.023425544,0.068393172,0.143507031,0.007528966,0.522613065,-3.617449664,down
1735,BWA,12/31/2017,10/26/2017,Auto Parts,Consumer Cyclical,1,0,0.032565003,0.478111588,0.225913621,0.098681412,0.023781213,1.428313455,0.62242204,309.0913418,0.601037061,0.21633143,0.122340866,0.122340866,0.076525122,0.122340866,0.065652909,0.008559467,0.06381828,-0.141967067,flat
1539,USCR,12/31/2017,11/3/2017,Building Materials,Basic Materials,0,1,0.01028948,0.591563786,0.10578985,-0.031308704,-0.007697242,2.306419642,0.846822645,256.3402777,0.776303266,0.216674938,0.085131462,0.085131462,0.067828823,0.085131462,-0.09456101,0.012879508,-0.253221917,0.054356566,flat
783,HUN,12/31/2017,10/27/2017,Chemicals,Basic Materials,1,0,0.041412424,0.799516908,0.203068228,0.106161841,0.089181287,1.866343042,1.463761251,209.8455509,0.74045878,0.218533887,0.108805901,0.108805901,0.067773167,0.108805901,0.265909091,0.002164502,0.782312925,0.022922636,up
720,GT,12/31/2017,10/27/2017,Rubber & Plastics,Consumer Cyclical,1,0,-0.045262092,0.078820891,-0.070659674,0.035681329,0.018451301,1.366720845,1.008193363,247.7084927,0.713141385,0.219841877,0.078041316,0.078041316,0.03289977,0.078041316,-0.122871046,-0.014531459,-0.046511628,0.322580645,down
338,CHK,12/31/2017,11/2/2017,Oil & Gas E&P,Energy,1,0,-0.078780878,-0.26119403,-0.228070175,-0.12,-0.072599532,0.531109107,-0.843987823,188.3870968,1.058759703,0.220603538,0.059313215,0.059313215,-0.009365245,0.059313215,-1.6,0,-6.666666667,-0.057401813,down
536,EMES,12/31/2017,11/1/2017,Oil & Gas Equipment & Services,Energy,1,0,0.134756133,-0.448648649,-0.395427604,0.149758454,-0.19047619,1.483896515,1.404263207,201.5094221,0.85427682,0.222603304,0.092970983,0.092970983,0.048578211,0.092970983,0.655737705,0.001244971,-0.014958117,-0.160560024,up
569,ETP,12/31/2017,11/8/2017,Oil & Gas Midstream,Energy,1,0,-0.033424396,-0.280199253,-0.256432247,-0.134298552,-0.061180292,0.839384258,0.260695086,186.8184426,0.599044292,0.224150294,0.119460777,0.119460777,0.054639323,0.119460777,0.2823219,0.00520235,0.30183727,0.205097807,flat
1228,PSX,12/31/2017,10/27/2017,Oil & Gas Refining & Marketing,Energy,1,0,0.008844301,0.124845793,0.146053293,0.090017932,-0.006645604,1.305906108,0.439772677,104.2458766,0.545473516,0.226057256,0.038020763,0.038020763,0.036987102,0.038020763,-0.39689722,0.026849372,-0.685297691,-0.306733167,flat
1082,NOC,12/31/2017,10/25/2017,Aerospace & Defense,Industrials,1,0,0.036105246,0.358357202,0.185318068,0.114340938,0.032626256,1.206190476,0.970275682,246.8377509,0.755101271,0.231499923,0.129462234,0.129462234,0.098820285,0.129462234,0.263578275,0.013436563,0.23875969,0.009594883,flat
1136,OKE,12/31/2017,11/1/2017,Oil & Gas Midstream,Energy,0,1,0.004779421,0.120586413,0.040851554,-0.019689306,-0.034169781,0.554111883,0.511443709,118.0003396,0.670955245,0.232919736,0.126481661,0.126481661,0.057027229,0.126481661,-27.46616992,0.019247794,0.771886426,-0.166953822,flat
