Underlying,quarter,1Year,1month,3month,6month,industry,sector,current_ratio,total_debt_equity_ratio,day_sales_outstanding,total_liabilities_total_assets,gross_margin,operating_margin,interest_coverage_ratio,net_profit_margin,roe,changeInCash,changeToLiabilities,changeToNetincome,changeToOperatingActivities,return_factor
AKRX,3/31/2018,-0.183524027,-0.446306642,-0.450231125,-0.45309626,Drug Manufacturers - Specialty & Generic,Healthcare,4.640369641,0.187449723,351.099053,0.565050615,0.446738345,-0.035754062,-0.035754062,-0.156180221,-0.035754062,-0.187926058,0.010748787,-0.581208474,0.242220886,up
AKS,9/30/2017,0.094373866,-0.093233083,-0.153089888,-0.350914962,Steel,Basic Materials,1.923934687,-5.684210526,137.6169444,0.960419797,0.098574583,0.028441411,0.028441411,-0.003881416,0.028441411,-0.966810967,0,9.827586207,1.028455285,up
AKS,12/31/2017,0.200385356,0.168855535,-0.001602564,-0.034108527,Steel,Basic Materials,1.832067932,-4.634259259,126.3686815,0.969926212,0.091869484,0.011032362,0.011032362,-0.074685745,0.011032362,-0.823684211,0.011087379,-0.721575649,-0.037946429,flat
AKS,3/31/2018,-0.218091698,0.095486111,0.042975207,0.153564899,Steel,Basic Materials,2.089684757,-52.48167539,136.3716921,0.925544563,0.117668334,0.044366749,0.044366749,0.017300621,0.044366749,0.146067416,0,-0.982578397,0.00304878,down
AKS,6/30/2018,-0.263565891,0.048565121,-0.250788644,-0.210963455,Steel,Basic Materials,2.006280331,36.74475524,136.4622696,0.916586057,0.133917325,0.062693233,0.062693233,0.032405817,0.062693233,0.032608696,0,-0.45229682,0.234811166,flat
ALB,9/30/2017,0.49495931,0.105442788,0.123402702,0.305334606,Specialty Chemicals,Basic Materials,2.10996204,0.282910543,275.6829093,0.463058498,0.381865126,0.218200316,0.218200316,0.15720671,0.218200316,0.036728755,0,0.054849583,-0.354024393,down
ALB,3/31/2018,0.206683971,-0.000984957,-0.185976944,-0.029404089,Specialty Chemicals,Basic Materials,2.484548719,0.228628717,288.9235531,0.478129624,0.373744111,0.224600154,0.224600154,0.160364349,0.224600154,-0.643055066,0,0.261945962,-0.78195699,down
ALB,6/30/2018,-0.069331382,0.090451184,-0.045765732,-0.283299289,Specialty Chemicals,Basic Materials,2.191759123,0.282019647,263.0110473,0.490966407,0.365810412,0.226198479,0.226198479,0.354222051,0.226198479,0.237799292,0,-0.841407653,0.037740829,flat
ALGN,9/30/2017,0.846858485,0.032974251,0.309517862,0.705085113,Medical Devices,Healthcare,2.3863827,0.390342973,304.424516,0.303757077,0.759182593,0.256349493,0.256349493,0.214279967,0.256349493,0.012219639,0.045432597,0.103567319,0.237985185,up
ALGN,12/31/2017,1.401561761,0.108937937,0.172888016,0.507799733,Medical Devices,Healthcare,2.324157922,0.432744248,279.6693392,0.352945345,0.754568348,0.260147203,0.260147203,0.024361357,0.260147203,0.107881676,0,2.158028059,-0.663877825,up
ALGN,3/31/2018,2.001555901,0.215536253,0.144697805,0.615021228,Medical Devices,Healthcare,2.256389664,0.459426499,306.0167672,0.36756583,0.749347713,0.224734736,0.224734736,0.219411156,0.224734736,0.097376923,0.051871668,0.231051676,-0.663877825,flat
ALGN,6/30/2018,1.067940731,-0.010753121,-0.097877185,0.211432235,Medical Devices,Healthcare,2.225373514,0.46486059,278.72087,0.363995619,0.745691563,0.250257517,0.250257517,0.21642642,0.250257517,0.091172697,0.045491163,0.228622591,-0.082045082,up
ALK,9/30/2017,0.332262997,-0.041157698,-0.046926274,-0.061705794,Airlines,Industrials,0.800723327,0.792036666,51.82311321,0.674923177,0.386320755,0.216037736,0.216037736,0.125471698,0.216037736,-0.375,-0.004966887,0.067669173,-0.256410256,flat
ALK,12/31/2017,0.07852194,0.059098186,-0.09496124,-0.100396601,Airlines,Industrials,0.794814815,0.725611395,63.43781855,0.653538175,0.271151886,0.090723751,0.090723751,0.19011213,0.090723751,0.257731959,-0.049437242,0.032171582,0.587982833,down
ALK,3/31/2018,-0.303359897,-0.129106085,-0.178435357,-0.257546195,Airlines,Industrials,0.706550802,0.870020355,69.73253275,0.682983038,0.219432314,0.032751092,0.032751092,0.002183406,0.032751092,-0.079096045,0.046430018,2,-0.470588235,down
ALK,6/30/2018,-0.260043001,0.040910538,-0.050667828,-0.186994902,Airlines,Industrials,0.729907773,0.844976343,69.58024119,0.674988693,0.298701299,0.133580705,0.133580705,0.089517625,0.133580705,-0.735294118,0.010854999,0.046632124,0.095238095,up
ALKS,9/30/2017,0.128602235,0.007878151,0.007701733,0.034315487,Biotechnology,Healthcare,3.052766646,0.215630685,348.4647285,0.320904683,0.83414679,-0.176442717,-0.176442717,-0.166874439,-0.176442717,0.042495594,0.052403903,-0.30675929,0.270855793,down
ALKS,12/31/2017,-0.09125964,-0.035658613,-0.098542805,-0.120959147,Biotechnology,Healthcare,2.778367832,0.242035304,309.6210553,0.330742305,0.86016269,0.021189672,0.021189672,-0.035548535,0.021189672,0.136819379,0.048590304,-3.488405353,-0.226906904,up
ALKS,3/31/2018,-0.002007299,-0.033233162,0.142946708,0.059473072,Biotechnology,Healthcare,2.82715186,0.237505093,389.4451921,0.33437812,0.816673329,-0.258885188,-0.258885188,-0.277614923,-0.258885188,-0.025688319,-0.023900101,-0.291560675,-0.132610478,up
ALKS,6/30/2018,-0.226842105,-0.253683319,-0.251019714,-0.109157065,Biotechnology,Healthcare,2.922441412,0.248216344,323.2692144,0.338758631,0.857481897,-0.000334819,-0.000334819,-0.107171697,-0.000334819,-0.196703219,0.021230982,-1.809060002,-0.044263214,up
ALL,9/30/2017,0.377686796,0.063071195,0.151411463,0.252758942,Insurance - Property & Casualty,Financial Services,0.463694601,2.061110293,223.7608696,0.805345325,0.236542443,0.110455487,0.110455487,0.068944099,0.110455487,0.301449275,0.005365358,0.105105105,0.307609861,flat
ALL,12/31/2017,0.402321083,0.01496877,0.003406792,0.10143742,Insurance - Property & Casualty,Financial Services,0.693260654,1.260946888,214.5575536,0.799407589,0.269226862,0.141521894,0.141521894,0.126892208,0.141521894,-0.118314425,-0.000689878,0.128903122,-0.131818182,flat
ALL,3/31/2018,0.240015361,-0.040320983,-0.022403875,0.028234795,Insurance - Property & Casualty,Financial Services,0.477415708,1.940116335,218.7758444,0.794534333,0.274616172,0.135926305,0.135926305,0.099795292,0.135926305,-0.371111111,-0.002266364,0.301538462,-1.092651757,down
ALL,6/30/2018,0.204907975,0.032380151,-0.00253936,0.047690174,Insurance - Property & Casualty,Financial Services,0.465402912,1.999231471,215.1544707,0.796046538,0.233983563,0.094662838,0.094662838,0.066937321,0.094662838,0.079754601,0.004598491,0.278106509,0.426229508,down
ALLY,9/30/2017,0.216246499,0.034302049,0.027449124,0.10708822,Specialty Finance,Financial Services,1.017510472,8.284609151,28227.62126,0.917244365,0.95363766,0.286733238,0,0.201141227,0.286733238,0.01062387,0.00159532,0.808510638,0.054489639,up
ALLY,12/31/2017,0.263724987,0.055269923,0.13450023,0.165641268,Specialty Finance,Financial Services,0.980337726,8.676226471,28031.33028,0.919269151,0.96189132,0.2900494,0,0.127734651,0.2900494,-0.259172154,0.000436045,0.723756906,-0.201133144,up
ALLY,3/31/2018,0.536783359,0.029921795,0.164104535,0.334949317,Specialty Finance,Financial Services,0.983283387,9.131784131,29577.114,0.923056564,0.954545455,0.236652237,0,0.18037518,0.236652237,-0.088954582,0.001293496,0.944,-0.040109389,flat
ALLY,6/30/2018,0.348792271,0.064836003,-0.076719577,0.134037368,Specialty Finance,Financial Services,0.998676025,8.96772966,26722.09257,0.923318451,0.934159061,0.296610169,0,0.227509778,0.296610169,0.000254842,0.001150399,-0.246418338,0.021929825,flat
ALNY,9/30/2017,0.053926702,0.020532319,0.445601436,0.981786857,Biotechnology,Healthcare,9.830946608,0.095430355,312.6497426,0.220459537,1,-7.35844642,-7.35844642,-7.190980346,-7.35844642,-1.022673167,-0.046519239,-0.216501135,-0.07665484,down
ALNY,12/31/2017,2.571428571,0.058958214,0.608296076,1.324955117,Biotechnology,Healthcare,12.23381467,0.081662403,327.2526632,0.114451079,1,-3.884163063,-3.884163063,-3.750316422,-3.884163063,0.686927162,0.088585583,-0.194646586,-0.067146074,flat
ALNY,3/31/2018,2.017548196,-0.066161848,-0.064444444,0.499140472,Biotechnology,Healthcare,14.60611182,0.065752605,846.1719713,0.087530855,1,-6.731129275,-6.731129275,-6.448422302,-6.731129275,-0.628440309,0.106449083,-0.14535386,0.25251182,down
ALNY,6/30/2018,0.605636364,-0.08430112,-0.317700688,-0.27519698,Biotechnology,Healthcare,13.2198858,0.07012516,36.13752633,0.094214841,1,-6.431738389,-6.431738389,-5.468953757,-6.431738389,-0.095405539,-0.18115869,-0.07080582,-0.290075667,up
ALRM,9/30/2017,0.34205163,0.060101959,0.212707182,0.446193265,Software - Application,Technology,3.159742718,0.213684247,171.2207932,0.386336339,0.646150597,0.138958671,0.138958671,0.167881995,0.138958671,0.185775047,0.002590781,-0.093557571,-0.209645883,up
ALRM,12/31/2017,0.571428571,-0.023492723,0.158323058,0.422040569,Software - Application,Technology,3.683706716,0.191141921,167.0335499,0.373516377,0.685954974,0.141812981,0.141812981,0.003603888,0.141812981,0.121344559,-0.030436411,40.909375,0.292726102,down
ALRM,3/31/2018,0.31258597,0.005797101,-0.157395143,-0.12694419,Software - Application,Technology,4.664149326,0.149210015,187.4424296,0.34150083,0.694068308,0.164560783,0.164560783,0.113361939,0.164560783,0.004845141,-0.058142312,0.27446505,-1.675284091,down
ALRM,6/30/2018,0.30450782,0.093854461,0.113612565,-0.088688946,Software - Application,Technology,4.248148797,0.171473865,183.5794062,0.33912452,0.650792435,0.139987367,0.139987367,0.10271993,0.139987367,0.08645797,0.058192653,0.233392341,-0.349109894,flat
ALV,9/30/2017,0.037139789,0.066635987,0.164372551,0.025303017,Auto Parts,Consumer Cyclical,1.546286572,0.673470419,303.675212,0.509691096,0.20168773,0.077827548,0.077827548,0.03631419,0.077827548,0.037357821,0,-0.098017621,0.145938504,down
ALV,12/31/2017,0.228299047,-0.010989011,0.124793237,0.146604215,Auto Parts,Consumer Cyclical,1.583929782,0.657877128,294.0248058,0.512345174,0.207643265,0.092591236,0.092591236,0.022937124,0.092591236,0.001250651,0.025636343,2.07028754,0.231895223,flat
ALV,3/31/2018,0.206033656,0.069594804,0.120453625,0.272376046,Auto Parts,Consumer Cyclical,1.545435131,0.667942561,396.077692,0.510931393,0.205408541,0.110089696,0.110089696,0.056539783,0.110089696,-0.208590503,0,0.014206788,-14.27564103,up
ALXN,9/30/2017,0.034899329,0.073376464,0.085645656,0.012436274,Biotechnology,Healthcare,2.965020576,0.108676208,299.5634459,0.344425713,0.913853318,0.286379511,0.286379511,0.09080326,0.286379511,0.014545455,0.009576506,0.846153846,-0.014814815,flat
ALXN,12/31/2017,0.087307471,-0.053352456,-0.014262246,0.040185959,Biotechnology,Healthcare,3.101207349,0.107105509,291.3663334,0.345291645,0.917481595,0.234369849,0.234369849,0.033293045,0.234369849,0.058863792,0.005778005,3.204620462,-0.167701863,down
ALXN,3/31/2018,-0.082759161,-0.03817734,0.010436433,-0.138856219,Biotechnology,Healthcare,3.346072187,0.103372217,304.5391557,0.341101358,0.907294017,0.359437104,0.359437104,0.267590504,0.359437104,-0.141852286,-0.015622682,0.376957045,-0.109254928,down
ALXN,6/30/2018,-0.120364994,-0.021139112,-0.15174786,-0.215680473,Biotechnology,Healthcare,2.715530448,0.119123115,298.1822967,0.350100812,0.909282297,0.407559809,0.407559809,-0.437703349,0.407559809,0.301168385,-0.012047427,-0.426978575,0.06689936,up
AM,9/30/2017,0.386930693,0.044126416,0.037015102,0.036094675,Oil & Gas Midstream,Energy,1.00213299,0.058474816,160.7738768,0.470059139,0.674480579,0.442738433,0.442738433,0.319301344,0.442738433,-6.027254509,0.002031587,0.421974574,-0.069112495,flat
AM,12/31/2017,0.026836158,-0.083228247,-0.148961077,-0.112873703,Oil & Gas Midstream,Energy,0.992325827,0.081273025,193.2348858,0.501523728,0.668875872,0.449185098,0.449185098,0.191996463,0.449185098,0.701662083,0.002773081,1.501176238,0.117206091,down
AM,3/31/2018,-0.195156695,-0.11023622,0.031021898,-0.13023399,Oil & Gas Midstream,Energy,1.512509599,0.053458041,178.4468468,0.509340257,0.707061688,0.502693921,0.502693921,0.346929975,0.502693921,0.040280009,-0.004021052,0.474074725,-0.055061544,flat
AM,6/30/2018,-0.216077365,0.038015206,-0.21250759,-0.104899931,Oil & Gas Midstream,Energy,1.306709522,0.073784779,184.1005703,0.529421955,0.697981565,0.490462954,0.490462954,0.304806064,0.490462954,0.553700384,0.00364851,0.635945546,0.053049372,flat
AMBA,10/31/2017,-0.244863964,0.078081649,-0.081391422,-0.021582734,Semiconductor Equipment & Materials,Technology,8.044878581,0.128877936,193.4259841,0.135504537,0.635669534,0.169746918,0.169746918,0.131638634,0.169746918,0.03488267,0.020687404,1.259638349,0.341178679,down
AMBA,4/30/2018,-0.189385871,-0.093849206,-0.178892485,-0.157846211,Semiconductor Equipment & Materials,Technology,11.76885829,0.084578335,164.9224595,0.096973526,0.612806913,-0.174751484,-0.174751484,-0.17573501,-0.174751484,-0.029641334,-0.041573971,-1.418648811,-144.484375,up
AMC,9/30/2017,-0.465108041,-0.302540416,-0.486394558,-0.54311649,Media - Diversified,Consumer Cyclical,0.527029317,0.486800858,39.91558497,0.755375503,0.14312378,0.000593875,0.000593875,-0.036226351,0.000593875,0.508461538,-0.002444465,0.543325527,0.322715842,up
AMC,3/31/2018,-0.5215311,0.19047619,0.006711409,0.149425287,Media - Diversified,Consumer Cyclical,0.60391098,0.586243285,44.08174328,0.784754845,0.210176352,0.083911535,0.083911535,0.012792715,0.083911535,-0.019275507,-0.014090437,2.237288136,-0.200120919,flat
AMC,6/30/2018,-0.408934708,0.045592705,0.288389513,0.338521401,Media - Diversified,Consumer Cyclical,0.676290816,0.631199553,45.31819757,0.793333893,0.190918544,0.065649913,0.065649913,0.015389948,0.065649913,0.047092288,0.008608947,-0.572072072,-0.399392559,flat
AMD,9/30/2017,1.105970149,0.002130682,0.04595997,0.351532567,Semiconductors,Technology,1.696417348,3.059615385,172.3919659,0.854991634,0.348752282,0.076688984,0.076688984,0.043213634,0.076688984,0.135381115,0.001956947,0.605633803,0.424242424,up
AMD,3/31/2018,0.213006598,0.251945525,0.086993243,-0.054371785,Semiconductors,Technology,1.621096052,2.373426573,165.103218,0.809992028,0.362477231,0.072859745,0.072859745,0.049180328,0.072859745,-0.133971292,0.012795276,0.419753086,-0.127906977,up
AMD,6/30/2018,-0.280207561,-0.029,-0.236034618,-0.311347518,Semiconductors,Technology,1.658993576,2.125142207,232.3861048,0.785766512,0.371298405,0.087129841,0.087129841,0.066059226,0.087129841,-0.10021097,0.021712159,0.267241379,-2.244444444,up
AMGN,9/30/2017,0.086035062,0.041573098,0.098299939,0.191241357,Biotechnology,Healthcare,6.072500915,0.254212045,215.2191235,0.598797475,0.828512039,0.472024944,0.472024944,0.350077949,0.472024944,0.123666667,-0.000145524,0.079663533,0.12999421,flat
AMGN,12/31/2017,0.124164793,-0.039917785,0.031077549,0.090830875,Biotechnology,Healthcare,5.485144124,0.357355097,203.6375388,0.684305976,0.842640469,0.482764564,0.482764564,-0.734918993,0.482764564,0.210526316,0.008663389,0.214118199,-0.082337317,flat
AMGN,3/31/2018,0.162146928,0.028945325,0.059011528,0.0636249,Biotechnology,Healthcare,3.882908674,0.670870679,238.7549514,0.780506998,0.830032409,0.490097227,0.490097227,0.416096507,0.490097227,0.609896315,-0.005005041,0.011250541,0.099743308,flat
AMGN,6/30/2018,0.0539414,-0.018551287,-0.104432523,-0.060231745,Biotechnology,Healthcare,3.388665774,0.751559461,211.0843373,0.779726376,0.830995214,0.4611322,0.4611322,0.378940419,0.4611322,0.038495706,-0.000966367,0.017857143,-0.038058991,flat
AMRN,9/30/2017,0.226804124,-0.152019002,0.126182965,0.202020202,Biotechnology,Healthcare,1.632408127,-1.278078129,266.7366976,1.276743111,0.748289696,-0.178399493,-0.178399493,-0.228568412,-0.178399493,-0.080646385,0.018338489,-0.322863741,0.43667357,flat
AMRN,12/31/2017,0.08974359,-0.020172911,-0.068493151,0.129568106,Biotechnology,Healthcare,1.412236248,-1.213113655,307.0781198,1.40285152,0.750640478,-0.13277392,-0.13277392,-0.417053429,-0.13277392,-0.073998126,0.071522466,-0.648608947,-0.556074766,flat
AMRN,3/31/2018,0.114457831,-0.133489461,0.101190476,0.174603175,Biotechnology,Healthcare,1.740761553,-2.906560055,325.6153373,1.077219773,0.757553678,-0.498599695,-0.498599695,-0.548623603,-0.498599695,0.429387287,0.038650233,-0.156131978,0.049974503,flat
AMRN,6/30/2018,-0.119496855,-0.044368601,-0.268929504,-0.159159159,Biotechnology,Healthcare,1.42503106,-1.937157816,348.8172217,1.228710975,0.755978953,-0.613680831,-0.613680831,-0.649848983,-0.613680831,-0.262006513,0.059473403,-0.105787781,-0.271012358,flat
AMRS,9/30/2017,5.674937965,-0.199404762,7.151515152,4.274509804,Specialty Chemicals,Basic Materials,0.915483017,-0.346374804,375.9362731,2.410085077,-0.356449147,-0.995123362,-0.995123362,-1.399388354,-0.995123362,0.679924362,0.020386716,-0.116033195,0.292962588,down
AMRS,12/31/2017,2.976417461,-0.018575851,0.43438914,11.19230769,Specialty Chemicals,Basic Materials,0.976303362,-0.534010486,152.2765796,2.318345953,0.654489502,0.418250856,0.418250856,-0.021305902,0.418250856,0.721954468,-0.015988496,-13.23995341,-1.631941032,down
AMRS,3/31/2018,10.87234043,0.066921606,0.537190083,0.5,Specialty Chemicals,Basic Materials,0.667960024,-0.37845544,555.1180537,3.46454807,-0.049134707,-0.864727368,-0.864727368,-3.978432907,-0.864727368,-1.391587776,0.001646428,-0.723026143,0.197526516,up
AMRS,6/30/2018,17.75757576,-0.040310078,0.220907298,0.887195122,Specialty Chemicals,Basic Materials,0.421434246,-0.622196593,621.5575149,3.140511749,0.082909373,-0.787531258,-0.787531258,0.06609468,-0.787531258,-0.757437722,0.016010606,-16.80560992,0.220675582,flat
AMT,9/30/2017,0.178678294,0.015616943,0.12262845,0.32669361,Telecom Services,Communication Services,0.868290745,0.346762322,140.0607253,0.744536566,0.690760641,0.338051222,0.338051222,0.188763933,0.338051222,0.036828287,0,0.314276889,-0.300076229,flat
AMT,12/31/2017,0.230259192,0.051597232,0.050746488,0.116957236,Telecom Services,Communication Services,0.810915171,0.402483377,109.9818128,0.760515802,0.69087709,0.315635084,0.315635084,0.139923731,0.315635084,0.007597556,0,0.599870021,-0.067737149,flat
AMT,3/31/2018,0.264416689,-0.016467994,-0.017686326,-0.007371349,Telecom Services,Communication Services,0.529847955,0.717486028,153.4349523,0.767068051,0.701515673,0.317028361,0.317028361,0.163738661,0.317028361,0.287897636,0,0.471949509,-0.093836827,flat
AMT,6/30/2018,0.082737812,-0.051936314,-0.055220675,-0.015095702,Telecom Services,Communication Services,0.448464792,0.822040463,148.5291145,0.785100148,0.685383795,0.327980235,0.327980235,0.172216295,0.327980235,-0.370041941,0,0.462014998,0.044574468,flat
APO,9/30/2017,0.652478134,0.072672218,0.061423221,0.334274953,Asset Management,Financial Services,3.04984413,0.878832177,1045.962985,0.622179409,1,0.48227226,0,0.311788229,0.48227226,-0.142998378,0.01377481,0.446253301,0.795000857,flat
APO,12/31/2017,0.727571116,0.05126498,0.122245913,0.195306586,Asset Management,Financial Services,3.594252868,0.738549287,914.0241338,0.58550036,1,0.563886598,0,0.221080148,0.563886598,-0.22480229,-0.008863809,1.726600309,-0.341256198,flat
APO,3/31/2018,0.683145009,0.063988095,0.13672496,0.26146789,Asset Management,Financial Services,2.011733905,0.788222138,823.5159628,0.581671259,1,-0.310281766,0,-0.380533748,-0.310281766,0.205936137,0.007584108,-3.15722083,-2.871938739,flat
