Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,72.74,4320756000,n/a,n/a,n/a,n/a
EWZS,iShares MSCI Brazil Small-Cap ETF,12.015,49261500,n/a,n/a,n/a,n/a
MCHI,iShares MSCI China ETF,62.62,3519244000,n/a,n/a,n/a,n/a
ESGD,iShares MSCI EAFE ESG Optimized ETF,66.63,359802000,n/a,n/a,n/a,n/a
SCZ,iShares MSCI EAFE Small-Cap ETF,63.21,10872120000,n/a,n/a,n/a,n/a
ESGE,iShares MSCI EM ESG Optimized ETF,34.44,337512000,n/a,n/a,n/a,n/a
EEMA,iShares MSCI Emerging Markets Asia ETF,70.37,446849500,n/a,n/a,n/a,n/a
EMXC,iShares MSCI Emerging Markets ex China ETF,50.411,10082200,n/a,n/a,n/a,n/a
EUFN,iShares MSCI Europe Financials Sector Index Fund,20.4,1229100000,n/a,n/a,n/a,n/a
IEUS,iShares MSCI Europe Small-Cap ETF,56.9927,233670070,n/a,n/a,n/a,n/a
RING,iShares MSCI Global Gold Miners ETF,14.74,243210000,n/a,n/a,n/a,n/a
MPCT,iShares MSCI Global Impact ETF,59.078,38400700,n/a,n/a,n/a,n/a
ENZL,iShares MSCI New Zealand ETF,50,150000000,n/a,n/a,n/a,n/a
QAT,iShares MSCI Qatar ETF,17.8,55180000,n/a,n/a,n/a,n/a
TUR,iShares MSCI Turkey ETF,20.72,403004000,n/a,n/a,n/a,n/a
UAE,iShares MSCI UAE ETF,15.58,38950000,n/a,n/a,n/a,n/a
ESGU,iShares MSCI USA ESG Optimized ETF,64.15,99432500,n/a,n/a,n/a,n/a
IBB,iShares Nasdaq Biotechnology Index Fund,121.56,9633630000,n/a,n/a,n/a,n/a
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,191,1738100000,n/a,n/a,n/a,n/a
AMCA,iShares Russell 1000 Pure U.S. Revenue ETF,28.6862,10040170,n/a,n/a,n/a,n/a
EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,28.535,32815250,n/a,n/a,n/a,n/a
ICLN,iShares S&P Global Clean Energy Index Fund,8.78,171210000,n/a,n/a,n/a,n/a
WOOD,iShares S&P Global Timber & Forestry Index Fund,78.72,472320000,n/a,n/a,n/a,n/a
INDY,iShares S&P India Nifty 50 Index Fund,37.44,825552000,n/a,n/a,n/a,n/a
IJT,iShares S&P Small-Cap 600 Growth ETF,207.75,7198537500,n/a,n/a,n/a,n/a
DVY,iShares Select Dividend ETF,101.57,17495432500,n/a,n/a,n/a,n/a
SHV,iShares Short Treasury Bond ETF,110.44,15351160000,n/a,n/a,n/a,n/a
IGSB,iShares Short-Term Corporate Bond ETF,51.95,10512082500,n/a,n/a,n/a,n/a
PFF,iShares U.S. Preferred Stock ETF,37.91,17195976000,n/a,n/a,n/a,n/a
ISRL,"Isramco, Inc.",120.15,326525407.2,n/a,1983,Energy,Oil & Gas Production
ITI,"Iteris, Inc.",4.96,164868158.1,n/a,n/a,Consumer Durables,Telecommunications Equipment
ITRM,Iterum Therapeutics plc,10.4,147257999.2,n/a,2018,Health Care,Major Pharmaceuticals
ITRI,"Itron, Inc.",65.7,2581970186,n/a,1993,Capital Goods,Electrical Products
ITRN,Ituran Location and Control Ltd.,34.3,805207283.3,n/a,2005,Consumer Non-Durables,Electronic Components
ITUS,ITUS Corporation,4,74784584,n/a,n/a,Miscellaneous,Multi-Sector Companies
IVENC,Ivy NextShares,100.02,0,n/a,n/a,n/a,n/a
IVFGC,Ivy NextShares,100.02,0,n/a,n/a,n/a,n/a
IVFVC,Ivy NextShares,100.02,0,n/a,n/a,n/a,n/a
IZEA,"IZEA Worldwide, Inc.",1.5,15998547,n/a,n/a,Consumer Services,Advertising
JJSF,J & J Snack Foods Corp.,143.53,2686327574,n/a,1986,Consumer Non-Durables,Specialty Foods
MAYS,"J. W. Mays, Inc.",38.2,77002796,n/a,n/a,Consumer Services,Building operators
JBHT,"J.B. Hunt Transport Services, Inc.",121.26,13259057078,n/a,n/a,Transportation,Trucking Freight/Courier Services
JCOM,"j2 Global, Inc.",83.9,4131461775,n/a,1999,Technology,Telecommunications Equipment
JKHY,"Jack Henry & Associates, Inc.",157.63,12165696293,n/a,1985,Technology,EDP Services
JACK,Jack In The Box Inc.,88.73,2418380781,n/a,n/a,Consumer Services,Restaurants
JAGX,"Jaguar Health, Inc.",0.865,43102379.1,n/a,2015,Health Care,Major Pharmaceuticals
JAKK,"JAKKS Pacific, Inc.",2.55,74383278.15,n/a,1996,Consumer Non-Durables,Recreational Products/Toys
JMBA,"Jamba, Inc.",13,203328021,n/a,n/a,Consumer Services,Restaurants
JRVR,"James River Group Holdings, Ltd.",40.61,1215381644,n/a,2014,Finance,Property-Casualty Insurers
JSML,Janus Henderson Small Cap Growth Alpha ETF,46.17,9326340,n/a,n/a,n/a,n/a
JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,46.9,16508800,n/a,n/a,n/a,n/a
JASN,"Jason Industries, Inc.",2.59,70952993.02,n/a,2013,Consumer Durables,Miscellaneous manufacturing industries
JASNW,"Jason Industries, Inc.",0.01,0,n/a,2013,Consumer Durables,Miscellaneous manufacturing industries
JAZZ,Jazz Pharmaceuticals plc,171.46,10357752516,n/a,2007,Health Care,Major Pharmaceuticals
JD,"JD.com, Inc.",31.95,29478342984,922639843,2014,Consumer Services,Other Specialty Stores
JSYN,Jensyn Acquistion Corp.,10.7,22269931.4,n/a,2016,Public Utilities,Natural Gas Distribution
JSYNR,Jensyn Acquistion Corp.,0.42,0,n/a,2016,Public Utilities,Natural Gas Distribution
JSYNU,Jensyn Acquistion Corp.,11.25,0,n/a,2016,Public Utilities,Natural Gas Distribution
JSYNW,Jensyn Acquistion Corp.,0.18,0,n/a,2016,Public Utilities,Natural Gas Distribution
JRSH,"Jerash Holdings (US), Inc.",6.7,75877500,n/a,2018,Consumer Non-Durables,Apparel
JBLU,JetBlue Airways Corporation,19.21,6009782533,n/a,2002,Transportation,Air Freight/Delivery Services
JTPY,JetPay Corporation,1.8,27790758,n/a,2011,Finance,Business Services
JCTCF,Jewett-Cameron Trading Company,8.75,38996895,n/a,n/a,Consumer Services,RETAIL: Building Materials
JMU,JMU Limited,1.51,2892980.31,1915881,2015,Technology,EDP Services
JBSS,"John B. Sanfilippo & Son, Inc.",71.03,805835421,n/a,1991,Consumer Non-Durables,Specialty Foods
JOUT,Johnson Outdoors Inc.,102,1026803502,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys
JNCE,"Jounce Therapeutics, Inc.",7.97,260042195.2,n/a,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KTWO,"K2M Group Holdings, Inc.",21.82,951323110.3,n/a,2014,Health Care,Medical/Dental Instruments
KALU,Kaiser Aluminum Corporation,109.96,1828848232,n/a,n/a,Capital Goods,Metal Fabrications
KALA,"Kala Pharmaceuticals, Inc.",12.93,317978102.8,n/a,2017,Health Care,Major Pharmaceuticals
KALV,"KalVista Pharmaceuticals, Inc.",16.3,205039607.1,n/a,2015,Health Care,Major Pharmaceuticals
KMDA,Kamada Ltd.,5.8,233551656.6,n/a,2013,Health Care,Major Pharmaceuticals
KNDI,"Kandi Technologies Group, Inc.",4.05,208461373.2,n/a,n/a,Capital Goods,Auto Manufacturing
KPTI,Karyopharm Therapeutics Inc.,20.05,1214297152,n/a,2013,Health Care,Major Pharmaceuticals
KAAC,Kayne Anderson Acquisition Corp.,10.29,113276755,n/a,2017,Finance,Business Services
KAACU,Kayne Anderson Acquisition Corp.,10.8,0,n/a,2017,Finance,Business Services
KAACW,Kayne Anderson Acquisition Corp.,1.5,0,n/a,2017,Finance,Business Services
KZIA,Kazia Therapeutics Limited,3.5,6100409,1742974,n/a,Capital Goods,Miscellaneous
KBLM,KBL Merger Corp. IV,10.06,41886349.18,n/a,2017,Finance,Business Services
KBLMR,KBL Merger Corp. IV,0.39,0,n/a,2017,Finance,Business Services
KBLMU,KBL Merger Corp. IV,10.5,0,n/a,2017,Finance,Business Services
KBLMW,KBL Merger Corp. IV,0.29,0,n/a,2017,Finance,Business Services
KBSF,KBS Fashion Group Limited,3.76,8297346.16,n/a,2013,Consumer Non-Durables,Apparel
KCAP,"KCAP Financial, Inc.",3.17,118422390.6,n/a,2006,n/a,n/a
KCAPL,"KCAP Financial, Inc.",25.39,0,n/a,n/a,n/a,n/a
KRNY,Kearny Financial,13.6,1354913600,n/a,n/a,Finance,Savings Institutions
KELYA,"Kelly Services, Inc.",25.155,976128606.2,n/a,n/a,Technology,Professional Services
KELYB,"Kelly Services, Inc.",25.89,1004649955,n/a,n/a,Technology,Professional Services
KMPH,"KemPharm, Inc.",5.2,83418493.6,n/a,2015,Health Care,Major Pharmaceuticals
KFFB,Kentucky First Federal Bancorp,7.8,65867217,n/a,n/a,Finance,Savings Institutions
KERX,"Keryx Biopharmaceuticals, Inc.",3.4,409559954,n/a,n/a,Health Care,Major Pharmaceuticals
KEQU,Kewaunee Scientific Corporation,31.4,86073020.6,n/a,n/a,Capital Goods,Medical Specialities
KTCC,Key Tronic Corporation,7.95,85539456,n/a,1983,Technology,Computer peripheral equipment
KZR,"Kezar Life Sciences, Inc.",17.18,328279236.8,n/a,2018,Health Care,Major Pharmaceuticals
KFRC,"Kforce, Inc.",41.85,1093347069,n/a,1995,Technology,Professional Services
KE,"Kimball Electronics, Inc.",19.55,521880388,n/a,n/a,Technology,Electrical Products
KBAL,"Kimball International, Inc.",17.62,653657756.2,n/a,n/a,Consumer Durables,Home Furnishings
KIN,"Kindred Biosciences, Inc.",14.7,496856178,n/a,2013,Health Care,Major Pharmaceuticals
KGJI,Kingold Jewelry Inc.,1.2423,82132803.53,n/a,n/a,Miscellaneous,Business Services
KINS,"Kingstone Companies, Inc",19.25,205274280.8,n/a,n/a,Finance,Property-Casualty Insurers
KONE,Kingtone Wirelessinfo Solution Holding Ltd,7.47,5336381.25,714375,2010,Technology,EDP Services
KNSA,"Kiniksa Pharmaceuticals, Ltd.",21.5,1063275233,n/a,2018,Health Care,Major Pharmaceuticals
KNSL,"Kinsale Capital Group, Inc.",60.44,1280187316,n/a,2016,Finance,Property-Casualty Insurers
KIRK,"Kirkland&#39;s, Inc.",11.5,180383181,n/a,2002,Consumer Services,Other Specialty Stores
KTOV,Kitov Pharma Ltd.,1.88,20264738.08,10779116,2015,Health Care,Major Pharmaceuticals
KTOVW,Kitov Pharma Ltd.,0.5,0,n/a,2015,Health Care,Major Pharmaceuticals
KLAC,KLA-Tencor Corporation,116.73,18224647279,n/a,1980,Capital Goods,Electronic Components
KLXEV,"KLX ENERGY SERVICES HOLDINGS, INC.",27.09,0,n/a,n/a,n/a,n/a
KLXI,KLX Inc.,73.18,3713636115,n/a,n/a,Capital Goods,Aerospace
KONA,"Kona Grill, Inc.",2.5,33146445,n/a,2005,Consumer Services,Restaurants
KOPN,Kopin Corporation,2.29,175476981.9,n/a,1992,Technology,Semiconductors
KRNT,Kornit Digital Ltd.,20.9,716396071.6,n/a,2015,Capital Goods,Industrial Machinery/Components
KOSS,Koss Corporation,3.94,29087861.64,n/a,n/a,Consumer Non-Durables,Consumer Electronics/Appliances
KWEB,KraneShares Trust KraneShares CSI China Internet ETF,52.13,177242000,n/a,n/a,n/a,n/a
KTOS,"Kratos Defense & Security Solutions, Inc.",13.32,1381786963,n/a,n/a,Capital Goods,Military/Government/Technical
KRYS,"Krystal Biotech, Inc.",16.53,181481481.5,n/a,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KLIC,"Kulicke and Soffa Industries, Inc.",26.1,1763628939,n/a,n/a,Technology,Semiconductors
KURA,"Kura Oncology, Inc.",19.05,723429503.1,n/a,n/a,Health Care,Major Pharmaceuticals
KVHI,"KVH Industries, Inc.",12.3,217271480.4,n/a,1996,Technology,Radio And Television Broadcasting And Communications Equipment
FSTR,L.B. Foster Company,23.35,246648385,n/a,n/a,Basic Industries,Metal Fabrications
LJPC,La Jolla Pharmaceutical Company,23.28,610545959.3,n/a,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LSBK,"Lake Shore Bancorp, Inc.",17.25,104457702.8,n/a,n/a,Finance,Savings Institutions
LBAI,"Lakeland Bancorp, Inc.",19.15,909343169.5,n/a,n/a,Finance,Major Banks
LKFN,Lakeland Financial Corporation,49,1239784868,n/a,n/a,Finance,Major Banks
LAKE,"Lakeland Industries, Inc.",13.05,105916397,n/a,1986,Health Care,Industrial Specialties
LRCX,Lam Research Corporation,172.62,27201456838,n/a,1984,Technology,Industrial Machinery/Components
LAMR,Lamar Advertising Company,77.4,7649306318,n/a,1996,Consumer Services,Real Estate Investment Trusts
LANC,Lancaster Colony Corporation,155.76,4281998160,n/a,n/a,Consumer Non-Durables,Packaged Foods
LCA,"Landcadia Holdings, Inc.",10.18,77525515.14,n/a,2016,Finance,Business Services
LCAHU,"Landcadia Holdings, Inc.",11.25,0,n/a,2016,Finance,Business Services
LCAHW,"Landcadia Holdings, Inc.",0.82,0,n/a,2016,Finance,Business Services
LNDC,Landec Corporation,13.25,367677960,n/a,1996,Consumer Non-Durables,Packaged Foods
LARK,Landmark Bancorp Inc.,29.22,121636402.4,n/a,n/a,Finance,Major Banks
LMRK,Landmark Infrastructure Partners LP,13.1,329210912.4,n/a,2014,Consumer Services,Real Estate
LMRKN,Landmark Infrastructure Partners LP,22.6401,0,n/a,n/a,Consumer Services,Real Estate
LMRKO,Landmark Infrastructure Partners LP,24.1515,0,n/a,n/a,Consumer Services,Real Estate
LMRKP,Landmark Infrastructure Partners LP,24.719,0,n/a,n/a,Consumer Services,Real Estate
LE,"Lands&#39; End, Inc.",25.25,813352621.3,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores
LSTR,"Landstar System, Inc.",116.45,4785266109,n/a,1993,Transportation,Trucking Freight/Courier Services
LNTH,"Lantheus Holdings, Inc.",15.1,578328248.4,n/a,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
LTRX,"Lantronix, Inc.",5.4,102301369.2,n/a,2000,Technology,Computer Communications Equipment
LSCC,Lattice Semiconductor Corporation,8.12,1029285622,n/a,n/a,Technology,Semiconductors
LAUR,"Laureate Education, Inc.",16,3584467520,n/a,2017,Consumer Services,Other Consumer Services
LAWS,"Lawson Products, Inc.",31.5,280937128.5,n/a,n/a,Consumer Durables,Industrial Specialties
LAZY,"Lazydays Holdings, Inc.",7.79,65993826.32,n/a,n/a,Consumer Durables,Automotive Aftermarket
LCNB,LCNB Corporation,18.65,248045857.9,n/a,n/a,Finance,Major Banks
LPTX,"LEAP THERAPEUTICS, INC.",7.08,104080821.5,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LGCY,Legacy Reserves LP,5.4,415416756.6,n/a,2007,Energy,Oil & Gas Production
LGCYO,Legacy Reserves LP,15.47,108290000,n/a,n/a,Energy,Oil & Gas Production
LGCYP,Legacy Reserves LP,15.4,30800000,n/a,n/a,Energy,Oil & Gas Production
LTXB,"LegacyTexas Financial Group, Inc.",45.55,2202610061,n/a,n/a,Finance,Savings Institutions
DDBI,Legg Mason Developed EX-US Diversified Core ETF,29.72,11888000,n/a,n/a,n/a,n/a
EDBI,Legg Mason Emerging Markets Diversified Core ETF,30.0814,0,n/a,n/a,n/a,n/a
INFR,Legg Mason Global Infrastructure ETF,28.37,0,n/a,n/a,n/a,n/a
LVHD,Legg Mason Low Volatility High Dividend ETF,31.23,633967438.5,n/a,n/a,n/a,n/a
SQLV,Legg Mason Small-Cap Quality Value ETF,30.8,0,n/a,n/a,n/a,n/a
UDBI,Legg Mason US Diversified Core ETF,33.77,3512080,n/a,n/a,n/a,n/a
LACQ,Leisure Acquisition Corp.,9.7,58298445.3,n/a,2017,Finance,Business Services
LACQU,Leisure Acquisition Corp.,10.2,0,n/a,2017,Finance,Business Services
LACQW,Leisure Acquisition Corp.,1.14,0,n/a,2017,Finance,Business Services
LMAT,"LeMaitre Vascular, Inc.",36.05,701604595.3,n/a,2006,Health Care,Medical/Dental Instruments
TREE,"LendingTree, Inc.",245.2,3142690394,n/a,n/a,Finance,Finance: Consumer Services
LEVL,"Level One Bancorp, Inc.",27.81,215502916,n/a,2018,Finance,Major Banks
LXRX,"Lexicon Pharmaceuticals, Inc.",11.59,1227133136,n/a,n/a,Health Care,Major Pharmaceuticals
LX,LexinFintech Holdings Ltd.,12.54,560745461.8,44716544,2017,Finance,Finance: Consumer Services
LFAC,LF Capital Acquistion Corp.,9.6,46622995.2,n/a,2018,Finance,Business Services
LFACU,LF Capital Acquistion Corp.,10.1,0,n/a,2018,Finance,Business Services
LFACW,LF Capital Acquistion Corp.,0.59,0,n/a,2018,Finance,Business Services
LGIH,"LGI Homes, Inc.",57.72,1306376241,n/a,2013,Capital Goods,Homebuilding
LHCG,LHC Group,98.01,3070962032,n/a,2005,Health Care,Medical/Nursing Services
LLIT,Lianluo Smart Limited,1.56,27436634.16,n/a,n/a,Health Care,Medical/Dental Instruments
LBRDA,Liberty Broadband Corporation,80.49,14596791635,n/a,n/a,Consumer Services,Television Services
LBRDK,Liberty Broadband Corporation,80.63,14622180513,n/a,n/a,Consumer Services,Television Services
LEXEA,"Liberty Expedia Holdings, Inc.",47.1,2697745240,n/a,n/a,Consumer Services,Other Consumer Services
LEXEB,"Liberty Expedia Holdings, Inc.",47.8983,2743469444,n/a,n/a,Consumer Services,Other Consumer Services
LBTYA,Liberty Global plc,27.32,21029740531,n/a,n/a,Consumer Services,Television Services
LBTYB,Liberty Global plc,27.6,21245272279,n/a,n/a,Consumer Services,Television Services
LBTYK,Liberty Global plc,26.52,20413935538,n/a,n/a,Consumer Services,Television Services
LILA,Liberty Latin America Ltd.,19.96,3420422246,n/a,n/a,Consumer Services,Television Services
LILAK,Liberty Latin America Ltd.,19.84,3399858586,n/a,n/a,Consumer Services,Television Services
BATRA,Liberty Media Corporation,26.57,0,n/a,n/a,Consumer Services,Broadcasting
BATRK,Liberty Media Corporation,26.48,1349534664,n/a,n/a,Consumer Services,Broadcasting
FWONA,Liberty Media Corporation,35.08,0,n/a,n/a,Consumer Services,Broadcasting
FWONK,Liberty Media Corporation,37.21,8592655398,n/a,n/a,Consumer Services,Broadcasting
LSXMA,Liberty Media Corporation,46.73,0,n/a,n/a,Consumer Services,Broadcasting
LSXMB,Liberty Media Corporation,47.63,0,n/a,n/a,Consumer Services,Broadcasting
LSXMK,Liberty Media Corporation,47.02,15540759675,n/a,n/a,Consumer Services,Broadcasting
LTRPA,"Liberty TripAdvisor Holdings, Inc.",15.7,1178430178,n/a,n/a,Technology,EDP Services
LTRPB,"Liberty TripAdvisor Holdings, Inc.",15.4,1155912404,n/a,n/a,Technology,EDP Services
LPNT,"LifePoint Health, Inc.",64.4,2493922780,n/a,n/a,Health Care,Hospital/Nursing Management
LCUT,"Lifetime Brands, Inc.",11.75,243706714.8,n/a,1991,Capital Goods,Industrial Machinery/Components
LFVN,Lifevantage Corporation,12.05,169765581.5,n/a,n/a,Health Care,Major Pharmaceuticals
LWAY,"Lifeway Foods, Inc.",3.85,61135655.35,n/a,n/a,Consumer Non-Durables,Packaged Foods
LGND,Ligand Pharmaceuticals Incorporated,256.66,5416511831,n/a,n/a,Health Care,Major Pharmaceuticals
LTBR,Lightbridge Corporation,1,29476219,n/a,n/a,Consumer Services,Professional Services
LPTH,"LightPath Technologies, Inc.",2.17,55837450.48,n/a,1996,Technology,Semiconductors
LLEX,"Lilis Energy, Inc.",5.12,328949212.2,n/a,n/a,Energy,Oil & Gas Production
LMB,"Limbach Holdings, Inc.",9.4,71353313.2,n/a,n/a,Basic Industries,Engineering & Construction
LLNW,"Limelight Networks, Inc.",4.95,557577964.4,n/a,2007,Miscellaneous,Business Services
LMST,"Limestone Bancorp, Inc.",14.895,111045844.5,n/a,n/a,Finance,Major Banks
LMNR,Limoneira Co,30.08,531492965.1,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling
LINC,Lincoln Educational Services Corporation,2.22,54704778.24,n/a,2005,Consumer Services,Other Consumer Services
LECO,"Lincoln Electric Holdings, Inc.",94.74,6174400680,n/a,n/a,Technology,Industrial Machinery/Components
LIND,Lindblad Expeditions Holdings Inc. ,15.11,691836236.2,n/a,2013,Consumer Services,Transportation Services
LINDW,Lindblad Expeditions Holdings Inc. ,4.27,0,n/a,2013,Consumer Services,Transportation Services
LPCN,Lipocine Inc.,1.41,29982999.99,n/a,n/a,Health Care,Major Pharmaceuticals
YVR,Liquid Media Group Ltd.,0.988,9133959.224,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution)
LQDA,"Liquidia Technologies, Inc.",15.92,245676644,n/a,2018,Health Care,Medical/Dental Instruments
LQDT,"Liquidity Services, Inc.",7.3,234499308.9,n/a,2006,Miscellaneous,Business Services
LFUS,"Littelfuse, Inc.",227.09,5695546414,n/a,n/a,Consumer Durables,Electrical Products
LIVN,LivaNova PLC,126.15,6129872853,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
LOB,"Live Oak Bancshares, Inc.",30,1203504570,n/a,2015,Finance,Major Banks
LIVE,Live Ventures Incorporated,10.56,20698223.04,n/a,n/a,Finance,Finance/Investors Services
LPSN,"LivePerson, Inc.",26.3,1641340341,n/a,2000,Technology,Computer Software: Prepackaged Software
LIVX,"LiveXLive Media, Inc.",4.4,228366239.2,n/a,n/a,Consumer Services,Restaurants
LKQ,LKQ Corporation,34.69,11034250045,n/a,n/a,Consumer Services,Motor Vehicles
LMFA,"LM Funding America, Inc.",0.5,3150000,n/a,2015,Finance,Finance: Consumer Services
LMFAW,"LM Funding America, Inc.",0.0498,0,n/a,2015,Finance,Finance: Consumer Services
LOGI,Logitech International S.A.,49.9,8257174157,n/a,1997,Technology,Computer peripheral equipment
LOGM,"LogMein, Inc.",86,4463400000,n/a,2009,Technology,Computer Software: Prepackaged Software
CNCR,Loncar Cancer Immunotherapy ETF,25.32,58236000,n/a,n/a,n/a,n/a
CHNA,Loncar China BioPharma ETF,25.549,2554900,n/a,n/a,n/a,n/a
LONE,Lonestar Resources US Inc.,9.09,223951484.4,n/a,n/a,Energy,Oil & Gas Production
LOACU,Longevity Acquisition Corporation,10.13,0,n/a,2018,n/a,n/a
LOOP,"Loop Industries, Inc.",9.75,329605633.5,n/a,n/a,Public Utilities,Telecommunications Equipment
LORL,"Loral Space and Communications, Inc.",43.05,1331654931,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment
LOXO,"Loxo Oncology, Inc.",164.7,5018420529,n/a,2014,Health Care,Major Pharmaceuticals
LPLA,LPL Financial Holdings Inc.,66.93,5896291450,n/a,2010,Finance,Investment Bankers/Brokers/Service
LRAD,LRAD Corporation,3.15,103750671.2,n/a,n/a,Consumer Non-Durables,Consumer Electronics/Appliances
LYTS,LSI Industries Inc.,5.21,134809708.6,n/a,1985,Consumer Durables,Building Products
LULU,lululemon athletica inc.,138.7,18362616166,n/a,2007,Consumer Non-Durables,Apparel
LITE,Lumentum Holdings Inc.,68.8,4319957986,n/a,n/a,Consumer Durables,Telecommunications Equipment
LMNX,Luminex Corporation,28.12,1254388124,n/a,2000,Health Care,Medical/Dental Instruments
LUNA,Luna Innovations Incorporated,3.74,104466693.5,n/a,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch
LBC,Luther Burbank Corporation,11.15,630517046.1,n/a,2003,Finance,Major Banks
MBTF,M B T Financial Corp,10.95,251673935,n/a,n/a,Finance,Major Banks
MCBC,Macatawa Bank Corporation,12.36,420416982.8,n/a,n/a,Finance,Major Banks
MFNC,Mackinac Financial Corporation,16.34,175046253.3,n/a,n/a,Finance,Major Banks
MTSI,"MACOM Technology Solutions Holdings, Inc.",22.99,1498093278,n/a,2012,Technology,Semiconductors
MGNX,"MacroGenics, Inc.",21.81,921197366.9,n/a,2013,Health Care,Major Pharmaceuticals
MDGL,"Madrigal Pharmaceuticals, Inc.",240.65,3697980472,n/a,n/a,Health Care,Major Pharmaceuticals
MAGS,Magal Security Systems Ltd.,5.51,126966114.5,n/a,1993,Consumer Durables,Telecommunications Equipment
MGLN,"Magellan Health, Inc.",74.7,1834269630,n/a,n/a,Health Care,Hospital/Nursing Management
MGTA,"Magenta Therapeutics, Inc.",14.45,476051420.8,n/a,2018,Health Care,Major Pharmaceuticals
MGIC,Magic Software Enterprises Ltd.,9.05,441255338.8,n/a,1991,Technology,Computer Software: Prepackaged Software
CALL,magicJack VocalTec Ltd,8.6,139366663.6,n/a,n/a,Public Utilities,Telecommunications Equipment
MNGA,MagneGas Corporation,0.2319,8745767.375,n/a,n/a,Technology,Industrial Machinery/Components
MGYR,"Magyar Bancorp, Inc.",12.36,71944420.56,n/a,n/a,Finance,Savings Institutions
MHLD,"Maiden Holdings, Ltd.",4.05,336730109.9,n/a,n/a,Finance,Property-Casualty Insurers
MMYT,MakeMyTrip Limited,30.8,3141034266,n/a,2010,Consumer Services,Transportation Services
MBUU,"Malibu Boats, Inc.",46.38,951955807.7,n/a,2014,Capital Goods,Marine Transportation
MLVF,"Malvern Bancorp, Inc.",24.55,161420644.5,n/a,n/a,Finance,Banks
MAMS,"MAM Software Group, Inc.",8.2,103262887,n/a,n/a,Technology,Computer Software: Prepackaged Software
TUSK,"Mammoth Energy Services, Inc.",28.89,1292991537,n/a,2016,Energy,Oilfield Services/Equipment
RPIBC,Managed Portfolio Series,99.986,0,n/a,n/a,n/a,n/a
MANH,"Manhattan Associates, Inc.",57.99,3813442001,n/a,1998,Technology,Computer Software: Prepackaged Software
LOAN,"Manhattan Bridge Capital, Inc",6.55,62528834.85,n/a,n/a,Consumer Services,Real Estate Investment Trusts
MNTX,"Manitex International, Inc.",10.52,206260569.4,n/a,n/a,Technology,Industrial Machinery/Components
MTEX,"Mannatech, Incorporated",19.75,47451587,n/a,n/a,Consumer Durables,Specialty Chemicals
MNKD,MannKind Corporation,1.105,169052145.5,n/a,2004,Health Care,Major Pharmaceuticals
MANT,ManTech International Corporation,66.03,2613424282,n/a,2002,Consumer Services,Other Consumer Services
MARA,"Marathon Patent Group, Inc.",0.97,23341051.8,n/a,n/a,Miscellaneous,Multi-Sector Companies
MCHX,"Marchex, Inc.",2.84,118663685.9,n/a,2004,Miscellaneous,Business Services
MRIN,Marin Software Incorporated,3.35,19379750,n/a,n/a,Technology,EDP Services
MARPS,Marine Petroleum Trust,4.19,8380000,n/a,n/a,Energy,Oil & Gas Production
MRNS,"Marinus Pharmaceuticals, Inc.",6.56,265844085.3,n/a,2014,Health Care,Major Pharmaceuticals
MKTX,"MarketAxess Holdings, Inc.",190.04,7139987139,n/a,2004,Finance,Investment Bankers/Brokers/Service
MRLN,Marlin Business Services Corp.,28.5,354508536,n/a,2003,Finance,Major Banks
MAR,Marriott International,126.95,44050143992,n/a,n/a,Consumer Services,Hotels/Resorts
MBII,"Marrone Bio Innovations, Inc.",1.94,214542561.1,n/a,2013,Basic Industries,Agricultural Chemicals
MRTN,"Marten Transport, Ltd.",22.05,1205232582,n/a,1986,Transportation,Trucking Freight/Courier Services
MMLP,Martin Midstream Partners L.P.,11.05,431527218.9,n/a,2002,Energy,Oil Refining/Marketing
MRVL,Marvell Technology Group Ltd.,21.07,13806723895,n/a,2000,Technology,Semiconductors
MASI,Masimo Corporation,118.25,6169109122,n/a,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MTCH,"Match Group, Inc.",50.83,14074515666,n/a,2015,Technology,"Computer Software: Programming, Data Processing"
MTLS,Materialise NV,15.1,203100587,13450370,2014,Technology,Computer Software: Prepackaged Software
MPAC,Matlin & Partners Acquisition Corporation,10.02,93401349.84,n/a,2017,Energy,Oilfield Services/Equipment
